SITE_ID,variable,week,slope,intercept,n_obs,seasonal_mean
DCP114,NO3,34,-0.003751,7.8296,22,0.2875
DCP114,NO3,35,0.002432,-4.5804,22,0.3095
DCP114,NO3,36,-0.013019,26.537,22,0.3606
DCP114,NO3,37,-0.014356,29.2447,20,0.3791
DCP114,NO3,38,-0.015545,31.7239,21,0.4675
DCP114,NO3,39,-0.004628,9.8468,21,0.5417
DCP114,NO3,40,-0.045858,92.9799,22,0.7744
DCP114,NO3,41,-0.049283,100.0432,22,0.9495
DCP114,NO3,42,-0.088198,178.5071,22,1.1681
DCP114,NO3,43,-0.032592,66.6905,22,1.1575
DCP114,NO3,44,-0.069333,140.9446,22,1.5373
DCP114,NO3,45,-0.030569,63.1976,21,1.7329
DCP114,NO3,46,-0.007913,18.4492,21,2.5388
DCP114,NO3,47,-0.041131,84.8413,21,2.1389
DCP114,NO3,48,-0.002089,6.7298,21,2.5286
DCP114,NO3,49,-0.073043,150.0117,20,3.1445
DCP114,NO3,50,0.053831,-105.6029,22,2.6336
DCP114,NO3,51,0.034448,-66.455,21,2.8084
DCP114,NO3,52,-0.011943,25.9932,22,1.9796
DCP114,NO3,53,-0.011322,24.9019,4,2.1371
DCP114,SO2,1,-0.501595,1014.1961,23,5.645
DCP114,SO2,2,-0.696194,1406.3437,23,6.5159
DCP114,SO2,3,-0.717671,1449.801,22,6.7894
DCP114,SO2,4,-0.903742,1825.0304,23,7.8877
DCP114,SO2,5,-0.862346,1742.2062,23,8.2985
DCP114,SO2,6,-0.746895,1509.2468,23,7.474
DCP114,SO2,7,-0.650413,1314.6147,23,6.8375
DCP114,SO2,8,-0.72716,1468.6702,23,6.5787
DCP114,SO2,9,-0.709252,1432.757,22,6.6728
DCP114,SO2,10,-0.418628,846.5739,22,4.844
DCP114,SO2,11,-0.512619,1035.7124,21,4.9969
DCP114,SO2,12,-0.470635,950.5447,23,4.2441
DCP114,SO2,13,-0.348328,703.9885,22,3.6108
DCP114,SO2,14,-0.331694,670.3545,23,3.4223
DCP114,SO2,15,-0.447329,903.5625,23,4.1237
DCP114,SO2,16,-0.33082,668.5619,23,3.386
DCP114,SO2,17,-0.419033,846.1601,23,3.6166
DCP114,SO2,18,-0.410708,829.4554,23,3.651
DCP114,SO2,19,-0.249583,504.2918,21,2.4591
DCP114,SO2,20,-0.272714,551.0313,22,2.6882
DCP114,SO2,21,-0.306366,618.8502,21,2.8435
DCP114,SO2,22,-0.318229,642.6495,22,2.7912
DCP114,SO2,23,-0.317844,641.8529,22,2.7689
DCP114,SO2,24,-0.32823,662.846,22,2.8785
DCP114,SO2,25,-0.317801,641.8526,22,2.8537
DCP114,SO2,26,-0.319381,644.9489,22,2.7744
DCP114,SO2,27,-0.329677,665.7683,22,2.8909
DCP114,SO2,28,-0.262037,529.4537,22,2.5799
DCP114,SO2,29,-0.247033,499.1845,22,2.4789
DCP114,SO2,30,-0.320779,647.7537,22,2.7682
DCP114,SO2,31,-0.31311,632.3018,22,2.7353
DCP114,SO2,32,-0.284149,573.8896,22,2.5558
DCP114,SO2,33,-0.303808,613.4259,22,2.563
DCP114,SO2,34,-0.350322,707.3424,22,2.9536
DCP114,SO2,35,-0.374532,756.2513,22,3.1836
DCP114,SO2,36,-0.437551,883.0765,22,3.2993
DCP114,SO2,37,-0.388653,784.6369,20,3.1763
DCP114,SO2,38,-0.328047,662.48,21,2.8793
DCP114,SO2,39,-0.328181,662.8715,21,3.0027
DCP114,SO2,40,-0.338261,683.1371,22,3.0003
DCP114,SO2,41,-0.508149,1025.832,22,4.1043
DCP114,SO2,42,-0.454949,918.2862,22,3.5268
DCP114,SO2,43,-0.461731,932.0061,22,3.609
DCP114,SO2,44,-0.695251,1403.1864,22,5.2536
DCP114,SO2,45,-0.519332,1048.8467,21,4.6331
DCP114,SO2,46,-0.568346,1147.4662,21,4.6996
DCP114,SO2,47,-0.606129,1223.7177,21,4.981
DCP114,SO2,48,-0.547033,1104.4671,21,4.5544
DCP114,SO2,49,-0.800172,1615.406,20,6.511
DCP114,SO2,50,-0.830856,1676.8967,22,6.3051
DCP114,SO2,51,-0.719717,1452.9842,21,5.8587
DCP114,SO2,52,-0.899447,1815.1271,22,6.6201
DCP114,SO2,53,-0.367712,742.668,4,3.3135
DCP114,SO4,1,-0.103459,210.1068,23,2.0837
DCP114,SO4,2,-0.08216,167.3955,23,2.1973
DCP114,SO4,3,-0.12085,245.4694,22,2.4779
DCP114,SO4,4,-0.110976,225.6187,23,2.4801
DCP114,SO4,5,-0.153284,310.9097,23,2.7043
DCP114,SO4,6,-0.117319,238.4083,23,2.5162
DCP114,SO4,7,-0.106741,217.1836,23,2.5606
DCP114,SO4,8,-0.152731,309.688,23,2.5932
DCP114,SO4,9,-0.14549,295.0339,22,2.4989
DCP114,SO4,10,-0.141718,287.4622,22,2.5123
DCP114,SO4,11,-0.177037,358.7132,21,2.7481
DCP114,SO4,12,-0.195454,395.7982,23,2.8022
DCP114,SO4,13,-0.130449,264.7499,22,2.4569
DCP114,SO4,14,-0.171396,347.0847,23,2.4604
DCP114,SO4,15,-0.20894,422.7962,23,2.6837
DCP114,SO4,16,-0.191409,387.6653,23,2.8015
DCP114,SO4,17,-0.150606,305.1876,23,2.3666
DCP114,SO4,18,-0.310396,627.3952,23,3.2854
DCP114,SO4,19,-0.188351,381.715,21,2.9999
DCP114,SO4,20,-0.221995,449.5323,22,3.1688
DCP114,SO4,21,-0.23494,475.9842,21,3.5928
DCP114,SO4,22,-0.286912,580.4106,22,3.5194
DCP114,SO4,23,-0.361207,730.1993,22,3.9257
DCP114,SO4,24,-0.292857,592.4359,22,3.5929
DCP114,SO4,25,-0.355366,718.5645,22,4.0348
DCP114,SO4,26,-0.376706,761.587,22,4.1494
DCP114,SO4,27,-0.375932,760.5029,22,4.6218
DCP114,SO4,28,-0.295748,598.583,22,3.926
DCP114,SO4,29,-0.44356,896.8511,22,4.9904
DCP114,SO4,30,-0.474368,958.8458,22,5.0398
DCP114,SO4,31,-0.514818,1040.4283,22,5.2899
DCP114,SO4,32,-0.458141,925.8221,22,4.6435
DCP114,SO4,33,-0.265968,538.9302,22,4.1509
DCP114,SO4,34,-0.455023,919.662,22,4.7527
DCP114,SO4,35,-0.372897,754.0928,22,4.3143
DCP114,SO4,36,-0.435774,880.8768,22,4.6713
DCP114,SO4,37,-0.336226,680.104,20,4.0594
DCP114,SO4,38,-0.283538,573.5309,21,3.424
DCP114,SO4,39,-0.242216,490.0128,21,2.9927
DCP114,SO4,40,-0.162553,329.4993,22,2.6564
DCP114,SO4,41,-0.190992,386.4367,22,2.4125
DCP114,SO4,42,-0.209395,423.236,22,2.2088
DCP114,SO4,43,-0.198501,401.2663,22,2.142
DCP114,SO4,44,-0.157365,318.6246,22,2.2133
DCP114,SO4,45,-0.148145,300.1148,21,2.2415
DCP114,SO4,46,-0.170721,345.6703,21,2.4037
DCP114,SO4,47,-0.108779,220.7682,21,2.0486
DCP114,SO4,48,-0.091487,185.9681,21,2.0158
DCP114,SO4,49,-0.123279,250.0774,20,2.2022
DCP114,SO4,50,-0.134558,273.0782,22,2.5244
DCP114,SO4,51,-0.068034,139.03,21,2.2354
DCP114,SO4,52,-0.133653,270.9271,22,2.1922
DCP114,SO4,53,-0.161712,327.4565,4,2.3035
DCP114,Sodium,1,0.002952,-5.7394,23,0.1957
DCP114,Sodium,2,-0.003627,7.4851,23,0.1914
DCP114,Sodium,3,-0.007385,15.0628,22,0.2146
DCP114,Sodium,4,-0.00597,12.2669,23,0.2623
DCP114,Sodium,5,-0.005896,12.1127,23,0.2572
DCP114,Sodium,6,0.001702,-3.1885,23,0.2329
DCP114,Sodium,7,0.002142,-4.1294,23,0.1781
DCP114,Sodium,8,-0.002648,5.4783,23,0.1536
DCP114,Sodium,9,-0.003622,7.46,22,0.1778
DCP114,Sodium,10,-0.000556,1.274,22,0.1567
DCP114,Sodium,11,-9.7e-05,0.3111,21,0.1157
DCP114,Sodium,12,0.001285,-2.4757,23,0.1072
DCP114,Sodium,13,-0.001515,3.1211,22,0.0742
DCP114,Sodium,14,-0.006865,13.8908,23,0.0881
DCP114,Sodium,15,-0.000762,1.627,23,0.0952
DCP114,Sodium,16,-0.004335,8.803,23,0.0867
DCP114,Sodium,17,-0.001769,3.6177,23,0.0613
DCP114,Sodium,18,-0.004909,9.9505,23,0.0798
DCP114,Sodium,19,-0.003896,7.9184,21,0.084
DCP114,Sodium,20,0.002473,-4.8998,22,0.073
DCP114,Sodium,21,-0.000483,1.0512,21,0.0798
DCP114,Sodium,22,0.001018,-1.9788,22,0.0671
DCP114,Sodium,23,-0.002915,5.9092,22,0.0485
DCP114,Sodium,24,-0.000109,0.276,22,0.0568
DCP114,Sodium,25,0.000105,-0.1547,22,0.0565
DCP114,Sodium,26,0.000449,-0.8664,22,0.0362
DCP114,Sodium,27,-0.00059,1.2315,22,0.045
DCP114,Sodium,28,0.000125,-0.212,22,0.0389
DCP114,Sodium,29,0.001693,-3.3548,22,0.049
DCP114,Sodium,30,-0.003136,6.3422,22,0.0376
DCP114,Sodium,31,-0.001501,3.0505,22,0.0317
DCP114,Sodium,32,-0.00075,1.545,22,0.0373
DCP114,Sodium,33,-0.0003,0.6288,22,0.0248
DCP114,Sodium,34,1.1e-05,0.0247,22,0.0474
DCP114,Sodium,35,0.000823,-1.6075,22,0.0478
DCP114,Sodium,36,-0.003016,6.1099,22,0.0449
DCP114,Sodium,37,-0.0002,0.4421,20,0.0394
DCP114,Sodium,38,0.00035,-0.6573,21,0.0462
DCP114,Sodium,39,-0.001116,2.289,21,0.0456
DCP114,Sodium,40,-0.000218,0.51,22,0.0718
DCP114,Sodium,41,-0.002186,4.4548,22,0.0599
DCP114,Sodium,42,-0.001139,2.3362,22,0.0451
DCP114,Sodium,43,8e-05,-0.1141,22,0.0471
DCP114,Sodium,44,-0.003759,7.6234,22,0.0654
DCP114,Sodium,45,-0.000676,1.4142,21,0.0541
DCP114,Sodium,46,0.000298,-0.5297,21,0.0698
DCP114,Sodium,47,-0.000608,1.305,21,0.0827
DCP114,Sodium,48,-0.002159,4.4259,21,0.0842
DCP114,Sodium,49,-0.002385,4.91,20,0.1149
DCP114,Sodium,50,-0.000498,1.1435,22,0.1422
DCP114,Sodium,51,-0.006174,12.5602,21,0.1471
DCP114,Sodium,52,-0.005683,11.5709,22,0.1437
DCP114,Sodium,53,-0.011384,23.0372,4,0.1484
DCP114,TNO3,1,-0.072469,149.6707,23,3.9585
DCP114,TNO3,2,-0.119642,244.4595,23,3.8963
DCP114,TNO3,3,-0.147442,300.6438,22,4.1851
DCP114,TNO3,4,-0.15066,307.7981,23,4.8678
DCP114,TNO3,5,-0.178837,364.4135,23,4.8283
DCP114,TNO3,6,-0.104952,216.1185,23,5.0937
DCP114,TNO3,7,-0.053694,112.206,23,4.2448
DCP114,TNO3,8,-0.129993,265.3164,23,3.9409
DCP114,TNO3,9,-0.226685,460.1695,22,4.3772
DCP114,TNO3,10,-0.119164,243.468,22,3.8663
DCP114,TNO3,11,-0.201457,409.0484,21,3.9816
DCP114,TNO3,12,-0.2135,432.9701,23,3.6883
DCP114,TNO3,13,-0.15788,320.6421,22,3.1944
DCP114,TNO3,14,-0.126774,257.5916,23,2.6893
DCP114,TNO3,15,-0.185251,375.6007,23,3.1189
DCP114,TNO3,16,-0.133937,272.2605,23,2.9556
DCP114,TNO3,17,-0.193845,392.7823,23,3.0209
DCP114,TNO3,18,-0.210354,425.8892,23,2.9336
DCP114,TNO3,19,-0.134593,273.3622,21,2.7373
DCP114,TNO3,20,-0.141647,287.5123,22,2.7054
DCP114,TNO3,21,-0.145742,295.7367,21,2.696
DCP114,TNO3,22,-0.154692,313.6692,22,2.6325
DCP114,TNO3,23,-0.158497,321.4436,22,2.7547
DCP114,TNO3,24,-0.132788,269.4003,22,2.4058
DCP114,TNO3,25,-0.168787,341.9402,22,2.5632
DCP114,TNO3,26,-0.165286,334.9817,22,2.6438
DCP114,TNO3,27,-0.159268,322.7234,22,2.4848
DCP114,TNO3,28,-0.11519,233.6964,22,2.0859
DCP114,TNO3,29,-0.15191,307.7723,22,2.3295
DCP114,TNO3,30,-0.125245,253.977,22,2.1483
DCP114,TNO3,31,-0.168888,341.845,22,2.2637
DCP114,TNO3,32,-0.17247,349.0122,22,2.2283
DCP114,TNO3,33,-0.135482,274.5429,22,2.1316
DCP114,TNO3,34,-0.151123,305.8867,22,2.0254
DCP114,TNO3,35,-0.120938,245.062,22,1.8926
DCP114,TNO3,36,-0.154916,313.5507,22,2.0622
DCP114,TNO3,37,-0.138023,279.5521,20,2.0314
DCP114,TNO3,38,-0.106493,215.9924,21,1.8674
DCP114,TNO3,39,-0.096592,196.2834,21,2.0675
DCP114,TNO3,40,-0.131785,267.1998,22,2.2216
DCP114,TNO3,41,-0.146888,297.6779,22,2.3328
DCP114,TNO3,42,-0.20654,417.8026,22,2.5157
DCP114,TNO3,43,-0.141984,287.9085,22,2.4238
DCP114,TNO3,44,-0.162026,328.737,22,2.9535
DCP114,TNO3,45,-0.084535,173.0233,21,3.0497
DCP114,TNO3,46,-0.0761,156.6834,21,3.6704
DCP114,TNO3,47,-0.093652,191.4067,21,3.1021
DCP114,TNO3,48,-0.058506,121.0353,21,3.3985
DCP114,TNO3,49,-0.146813,299.2417,20,4.0461
DCP114,TNO3,50,-0.035051,74.2489,22,3.7727
DCP114,TNO3,51,-0.038205,80.6458,21,3.8266
DCP114,TNO3,52,-0.123801,252.0808,22,3.1563
DCP114,TNO3,53,-0.108685,221.7128,4,3.1814
DEN417,CA,1,-0.000284,0.5862,25,0.0139
DEN417,CA,2,-0.000525,1.0707,26,0.015
DEN417,CA,3,0.00011,-0.2083,27,0.0129
DEN417,CA,4,-7.8e-05,0.1737,26,0.0159
DEN417,CA,5,0.000397,-0.7796,26,0.0186
DEN417,CA,6,0.000165,-0.3172,26,0.0158
DEN417,CA,7,-0.00016,0.3414,26,0.0201
DEN417,CA,8,-7.1e-05,0.1641,26,0.0203
DEN417,CA,9,-9e-06,0.0464,26,0.0278
DEN417,CA,10,-0.000694,1.4252,26,0.0292
DEN417,CA,11,-0.000733,1.506,26,0.0302
DEN417,CA,12,-0.000543,1.1247,26,0.0321
DEN417,CA,13,-0.000311,0.6657,26,0.0389
DEN417,CA,14,-0.000204,0.4467,25,0.0358
DEN417,CA,15,-0.000464,0.9775,26,0.0431
DEN417,CA,16,-0.001425,2.9149,25,0.048
DEN417,CA,17,-0.000816,1.6855,26,0.0431
DEN417,CA,18,-0.001311,2.6821,26,0.0434
DEN417,CA,19,-0.000339,0.7224,25,0.0402
DEN417,CA,20,-0.000218,0.475,26,0.0367
DEN417,CA,21,-0.000834,1.7182,26,0.04
DEN417,CA,22,-0.000362,0.7535,25,0.0255
DEN417,CA,23,-0.000323,0.6806,26,0.0297
DEN417,CA,24,0.000317,-0.6089,25,0.0284
DEN417,CA,25,-0.000144,0.3218,26,0.0321
DEN417,CA,26,4.2e-05,-0.0569,25,0.0277
DEN417,CA,27,0.000395,-0.7686,25,0.0273
DEN417,CA,28,0.000113,-0.2059,26,0.0212
DEN417,CA,29,2.8e-05,-0.0371,26,0.02
DEN417,CA,30,6.1e-05,-0.1064,26,0.0168
DEN417,CA,31,-0.000146,0.3108,26,0.017
DEN417,CA,32,-0.000109,0.2448,26,0.0253
DEN417,CA,33,-0.000864,1.7607,26,0.0227
DEN417,CA,34,-0.000397,0.8178,26,0.0189
DEN417,CA,35,-0.000424,0.8716,26,0.0177
DEN417,CA,36,0.000103,-0.1926,26,0.0152
DEN417,CA,37,-0.000146,0.3109,26,0.0165
DEN417,CA,38,-0.000222,0.4612,26,0.014
DEN417,CA,39,-0.000216,0.4508,26,0.0153
DEN417,CA,40,-0.000144,0.3074,26,0.0177
DEN417,CA,41,-0.000122,0.2632,26,0.0183
DEN417,CA,42,-0.000157,0.3322,26,0.0164
DEN417,CA,43,0.000196,-0.3799,26,0.0151
DEN417,CA,44,0.000185,-0.3548,26,0.0168
DEN417,CA,45,0.000154,-0.2932,26,0.0157
DEN417,CA,46,7.1e-05,-0.1261,26,0.0177
DEN417,CA,47,1.4e-05,-0.0157,26,0.0132
DEN417,CA,48,1.7e-05,-0.0207,26,0.0144
DEN417,CA,49,3.1e-05,-0.0458,26,0.0162
DEN417,CA,50,0.000149,-0.2831,26,0.0169
DEN417,CA,51,0.000152,-0.2907,25,0.0156
DEN417,CA,52,-3e-05,0.0737,25,0.0131
DEN417,CA,53,-0.000521,1.0576,4,0.01
DEN417,HNO3,1,-0.002102,4.2924,25,0.0613
DEN417,HNO3,2,-0.000928,1.9293,26,0.0619
DEN417,HNO3,3,-0.000211,0.4812,27,0.0561
DEN417,HNO3,4,-3.2e-05,0.1196,26,0.0551
DEN417,HNO3,5,0.000183,-0.3085,26,0.0589
DEN417,HNO3,6,0.000187,-0.3254,26,0.051
DEN417,HNO3,7,-0.000592,1.2514,26,0.0597
DEN417,HNO3,8,-0.00087,1.8069,26,0.0558
DEN417,HNO3,9,-0.001122,2.3225,26,0.0637
DEN417,HNO3,10,-0.000652,1.3723,26,0.0595
DEN417,HNO3,11,-0.000191,0.4512,26,0.0672
DEN417,HNO3,12,-0.001309,2.7004,26,0.0658
DEN417,HNO3,13,-0.001171,2.4189,26,0.0624
DEN417,HNO3,14,-0.001625,3.3291,25,0.0577
DEN417,HNO3,15,7.3e-05,-0.0819,26,0.0654
DEN417,HNO3,16,-0.000779,1.6419,25,0.0744
DEN417,HNO3,17,-0.002168,4.4355,26,0.0733
DEN417,HNO3,18,-0.001265,2.6227,26,0.0762
DEN417,HNO3,19,-0.00158,3.2563,25,0.0773
DEN417,HNO3,20,-0.002603,5.3262,26,0.0874
DEN417,HNO3,21,-0.002679,5.4874,26,0.0958
DEN417,HNO3,22,-0.002793,5.6992,25,0.0775
DEN417,HNO3,23,-0.000739,1.5728,26,0.0859
DEN417,HNO3,24,-0.000724,1.56,25,0.1033
DEN417,HNO3,25,2.8e-05,0.0896,26,0.1467
DEN417,HNO3,26,0.000725,-1.3049,25,0.1542
DEN417,HNO3,27,-0.001537,3.2523,25,0.1598
DEN417,HNO3,28,-0.000138,0.399,26,0.1217
DEN417,HNO3,29,-0.002198,4.5324,26,0.1082
DEN417,HNO3,30,-0.00027,0.6224,26,0.0795
DEN417,HNO3,31,-0.000108,0.2957,26,0.0776
DEN417,HNO3,32,-0.00633,12.8472,26,0.1087
DEN417,HNO3,33,-0.004951,10.049,26,0.084
DEN417,HNO3,34,-0.003081,6.2605,26,0.0604
DEN417,HNO3,35,-0.00146,2.9916,26,0.0536
DEN417,HNO3,36,-0.000535,1.1188,26,0.0427
DEN417,HNO3,37,-0.000569,1.1858,26,0.0416
DEN417,HNO3,38,-0.000688,1.4234,26,0.0384
DEN417,HNO3,39,-0.000473,0.9898,26,0.0375
DEN417,HNO3,40,-0.000351,0.7431,26,0.0365
DEN417,HNO3,41,-0.0005,1.0446,26,0.0379
DEN417,HNO3,42,-0.001261,2.582,26,0.0445
DEN417,HNO3,43,-0.00029,0.6256,26,0.0415
DEN417,HNO3,44,0.000108,-0.1685,26,0.0496
DEN417,HNO3,45,0.000188,-0.3304,26,0.0474
DEN417,HNO3,46,-0.000701,1.4609,26,0.0504
DEN417,HNO3,47,-0.000364,0.7799,26,0.0471
DEN417,HNO3,48,-0.000663,1.3832,26,0.0497
DEN417,HNO3,49,-0.000338,0.7305,26,0.0508
DEN417,HNO3,50,-0.000953,1.9749,26,0.0573
DEN417,HNO3,51,-0.001524,3.1288,25,0.0608
DEN417,HNO3,52,-0.000762,1.584,25,0.0512
DEN417,HNO3,53,-4.1e-05,0.1184,4,0.0357
DEN417,K,1,-0.000206,0.4237,25,0.0088
DEN417,K,2,-0.000228,0.468,26,0.0092
DEN417,K,3,4.8e-05,-0.0889,27,0.0069
DEN417,K,4,-4.6e-05,0.1014,26,0.0092
DEN417,K,5,0.000288,-0.5692,26,0.0094
DEN417,K,6,-4.5e-05,0.1002,26,0.0087
DEN417,K,7,2.3e-05,-0.0383,26,0.0085
DEN417,K,8,-5.7e-05,0.1261,26,0.0105
DEN417,K,9,-0.000235,0.4865,26,0.0145
DEN417,K,10,-0.000195,0.4067,26,0.0152
DEN417,K,11,-0.000143,0.3019,26,0.0136
DEN417,K,12,-0.000216,0.4484,26,0.0129
DEN417,K,13,-0.000151,0.3208,26,0.016
DEN417,K,14,-0.000117,0.2511,25,0.0157
DEN417,K,15,1.2e-05,-0.008,26,0.0154
DEN417,K,16,-0.000359,0.7391,25,0.0172
DEN417,K,17,-0.000354,0.7268,26,0.0147
DEN417,K,18,-0.000241,0.4998,26,0.0141
DEN417,K,19,-0.000198,0.4133,25,0.0154
DEN417,K,20,-0.000241,0.5008,26,0.015
DEN417,K,21,-0.00038,0.785,26,0.0199
DEN417,K,22,-6.2e-05,0.1421,25,0.0167
DEN417,K,23,0.000575,-1.1354,26,0.0219
DEN417,K,24,0.000444,-0.8706,25,0.0233
DEN417,K,25,0.001307,-2.593,26,0.0381
DEN417,K,26,0.000189,-0.3367,25,0.043
DEN417,K,27,-0.001068,2.1946,25,0.046
DEN417,K,28,0.000631,-1.2381,26,0.032
DEN417,K,29,8.4e-05,-0.1449,26,0.0244
DEN417,K,30,-0.000124,0.2701,26,0.021
DEN417,K,31,9.5e-05,-0.1694,26,0.0219
DEN417,K,32,-0.001366,2.7806,26,0.0312
DEN417,K,33,-0.001315,2.6733,26,0.0278
DEN417,K,34,-0.000576,1.1827,26,0.0227
DEN417,K,35,-0.000771,1.5748,26,0.0226
DEN417,K,36,6.1e-05,-0.1057,26,0.0161
DEN417,K,37,-7.8e-05,0.1689,26,0.0127
DEN417,K,38,-1e-05,0.0283,26,0.009
DEN417,K,39,-6.8e-05,0.1465,26,0.0088
DEN417,K,40,-2.3e-05,0.0543,26,0.0075
DEN417,K,41,0.0,0.007,26,0.007
DEN417,K,42,-0.000104,0.2162,26,0.0077
DEN417,K,43,0.000164,-0.3222,26,0.0074
DEN417,K,44,0.000191,-0.3763,26,0.0076
DEN417,K,45,-0.000103,0.2173,26,0.0095
DEN417,K,46,-0.000158,0.3264,26,0.0092
DEN417,K,47,-0.000132,0.2725,26,0.0076
DEN417,K,48,-0.000112,0.2336,26,0.0086
DEN417,K,49,-2e-06,0.0137,26,0.0089
DEN417,K,50,-7.1e-05,0.1537,26,0.0099
DEN417,K,51,5.1e-05,-0.0941,25,0.0085
DEN417,K,52,4.2e-05,-0.0772,25,0.0082
DEN417,K,53,-0.000185,0.3786,4,0.0064
DEN417,MG,1,-0.000371,0.759,25,0.0119
DEN417,MG,2,-0.000506,1.0301,26,0.0114
DEN417,MG,3,0.000142,-0.2766,27,0.0085
DEN417,MG,4,-0.000313,0.6441,26,0.0149
DEN417,MG,5,0.000765,-1.5282,26,0.0123
DEN417,MG,6,-0.00028,0.5732,26,0.0104
DEN417,MG,7,-3.6e-05,0.0825,26,0.0109
DEN417,MG,8,-3.8e-05,0.0923,26,0.016
DEN417,MG,9,4.1e-05,-0.0663,26,0.0162
DEN417,MG,10,4.1e-05,-0.0655,26,0.0164
DEN417,MG,11,-8.7e-05,0.1929,26,0.0175
DEN417,MG,12,-0.000387,0.7964,26,0.0168
DEN417,MG,13,-0.000289,0.5982,26,0.0174
DEN417,MG,14,-0.000171,0.3602,25,0.0161
DEN417,MG,15,-0.000137,0.2898,26,0.0145
DEN417,MG,16,-0.000347,0.7117,25,0.0127
DEN417,MG,17,-0.000316,0.6485,26,0.012
DEN417,MG,18,-0.000328,0.6709,26,0.011
DEN417,MG,19,-0.000167,0.3471,25,0.0103
DEN417,MG,20,-5.1e-05,0.1136,26,0.0104
DEN417,MG,21,-0.000174,0.3617,26,0.0108
DEN417,MG,22,-8.7e-05,0.1827,25,0.0076
DEN417,MG,23,-8.2e-05,0.1728,26,0.0083
DEN417,MG,24,1.3e-05,-0.0167,25,0.0087
DEN417,MG,25,-5.8e-05,0.1268,26,0.0091
DEN417,MG,26,-5.8e-05,0.1239,25,0.008
DEN417,MG,27,4e-05,-0.0715,25,0.0081
DEN417,MG,28,1e-06,0.0042,26,0.007
DEN417,MG,29,2.4e-05,-0.0413,26,0.0062
DEN417,MG,30,3.2e-05,-0.0591,26,0.0056
DEN417,MG,31,1e-05,-0.0141,26,0.0058
DEN417,MG,32,-5.4e-05,0.1153,26,0.0073
DEN417,MG,33,-9.4e-05,0.1954,26,0.0068
DEN417,MG,34,-2.2e-05,0.0503,26,0.0062
DEN417,MG,35,-2.8e-05,0.062,26,0.0063
DEN417,MG,36,5.9e-05,-0.1128,26,0.0062
DEN417,MG,37,3e-05,-0.0548,26,0.0064
DEN417,MG,38,1e-06,0.0031,26,0.0052
DEN417,MG,39,-3e-06,0.0125,26,0.0056
DEN417,MG,40,2.4e-05,-0.0417,26,0.0057
DEN417,MG,41,1.1e-05,-0.0153,26,0.006
DEN417,MG,42,-1.1e-05,0.0282,26,0.0062
DEN417,MG,43,-2.2e-05,0.0488,26,0.0054
DEN417,MG,44,-4.5e-05,0.0972,26,0.0057
DEN417,MG,45,-0.000174,0.359,26,0.0081
DEN417,MG,46,-0.000234,0.4812,26,0.0105
DEN417,MG,47,8.4e-05,-0.1607,26,0.0079
DEN417,MG,48,-0.000256,0.5237,26,0.0091
DEN417,MG,49,0.000395,-0.7841,26,0.0099
DEN417,MG,50,0.000238,-0.4691,26,0.0104
DEN417,MG,51,0.000178,-0.3462,25,0.0113
DEN417,MG,52,0.000122,-0.235,25,0.0107
DEN417,MG,53,-0.000151,0.3089,4,0.0057
DEN417,NH4,1,-0.002123,4.3358,25,0.0626
DEN417,NH4,2,-0.002083,4.258,26,0.0653
DEN417,NH4,3,-0.000708,1.4785,27,0.0533
DEN417,NH4,4,-8.1e-05,0.2398,26,0.0772
DEN417,NH4,5,0.00113,-2.1946,26,0.0787
DEN417,NH4,6,-0.000566,1.2133,26,0.0739
DEN417,NH4,7,-0.001255,2.6065,26,0.0807
DEN417,NH4,8,-0.002358,4.8368,26,0.0921
DEN417,NH4,9,-0.002621,5.3977,26,0.1231
DEN417,NH4,10,-0.002177,4.507,26,0.1262
DEN417,NH4,11,-0.002454,5.0814,26,0.1419
DEN417,NH4,12,-0.004261,8.7085,26,0.1334
DEN417,NH4,13,-0.003331,6.8611,26,0.1568
DEN417,NH4,14,-0.00182,3.8127,25,0.1498
DEN417,NH4,15,-0.00116,2.4912,26,0.1573
DEN417,NH4,16,-0.002415,5.0134,25,0.1539
DEN417,NH4,17,-0.003587,7.3641,26,0.1457
DEN417,NH4,18,-0.003255,6.7216,26,0.1707
DEN417,NH4,19,-0.005279,10.7765,25,0.153
DEN417,NH4,20,-0.004634,9.4809,26,0.1544
DEN417,NH4,21,-0.004704,9.6214,26,0.1553
DEN417,NH4,22,-0.003426,7.0072,25,0.1114
DEN417,NH4,23,-0.001412,2.9544,26,0.1127
DEN417,NH4,24,-0.000785,1.7044,25,0.1236
DEN417,NH4,25,0.000323,-0.492,26,0.1582
DEN417,NH4,26,-0.002414,5.0281,25,0.1691
DEN417,NH4,27,-0.003316,6.8523,25,0.1778
DEN417,NH4,28,-0.000502,1.1535,26,0.1441
DEN417,NH4,29,-0.000874,1.878,26,0.12
DEN417,NH4,30,-0.000681,1.4808,26,0.1109
DEN417,NH4,31,-0.001759,3.6452,26,0.1052
DEN417,NH4,32,-0.00633,12.8708,26,0.1316
DEN417,NH4,33,-0.007544,15.3327,26,0.1495
DEN417,NH4,34,-0.004385,8.9345,26,0.1089
DEN417,NH4,35,-0.008135,16.4969,26,0.1254
DEN417,NH4,36,-0.000766,1.616,26,0.0741
DEN417,NH4,37,-0.002161,4.4264,26,0.0766
DEN417,NH4,38,-0.001461,2.9987,26,0.058
