SITE_ID,variable,week,slope,intercept,n_obs,seasonal_mean
CO21,CL,23,-0.00204,4.2101,13,0.1047
CO21,CL,24,-0.002249,4.6184,16,0.0917
CO21,CL,25,-0.000261,0.6352,13,0.1101
CO21,CL,26,-0.005648,11.5127,13,0.1469
CO21,CL,27,0.001504,-2.9495,15,0.0774
CO21,CL,28,-0.000109,0.3237,16,0.1053
CO21,CL,29,-8e-05,0.26,21,0.0989
CO21,CL,30,-0.001392,2.8696,22,0.0683
CO21,CL,31,-0.000516,1.1114,22,0.0725
CO21,CL,32,-0.001586,3.2717,17,0.0797
CO21,CL,33,0.00109,-2.0792,19,0.1142
CO21,CL,34,-0.004161,8.4647,16,0.0913
CO21,CL,35,-0.002629,5.386,18,0.0946
CO21,CL,36,0.000127,-0.1856,18,0.0709
CO21,CL,37,0.008369,-16.7187,15,0.1234
CO21,CL,38,-0.001723,3.5469,13,0.0791
CO21,CL,39,-1.4e-05,0.0965,14,0.0682
CO21,CL,40,-0.003145,6.3927,12,0.0627
CO21,CL,41,-0.002408,4.887,11,0.0416
CO21,CL,42,0.002351,-4.6799,10,0.0506
CO21,CL,43,-0.000256,0.5687,14,0.0543
CO21,CL,44,-0.000773,1.5901,11,0.0339
CO21,CL,45,3e-06,0.056,10,0.0623
CO21,CL,46,0.001031,-2.0037,12,0.0716
CO21,CL,47,0.003945,-7.8394,11,0.0992
CO21,CL,48,0.009952,-19.8629,12,0.1657
CO21,CL,49,-0.001611,3.2991,13,0.0566
CO21,CL,50,0.002999,-5.9351,11,0.0999
CO21,CL,51,0.000543,-1.0144,15,0.0783
CO21,CL,52,0.001045,-2.0611,16,0.0425
CO21,K,1,0.000137,-0.263,13,0.0133
CO21,K,2,0.000563,-1.1224,12,0.0104
CO21,K,3,-0.002918,5.9279,12,0.0557
CO21,K,4,0.000183,-0.3589,14,0.0096
CO21,K,5,2.4e-05,-0.0373,13,0.0105
CO21,K,6,-0.002328,4.7114,11,0.0255
CO21,K,7,-0.000412,0.8596,20,0.0298
CO21,K,8,-0.001038,2.1051,17,0.0167
CO21,K,9,0.00107,-2.1292,18,0.0249
CO21,K,10,0.000505,-0.9818,18,0.035
CO21,K,11,1.9e-05,0.0456,19,0.0835
CO21,K,12,0.000872,-1.7387,20,0.0163
CO21,K,13,0.00195,-3.8832,18,0.0406
CO21,K,14,0.000287,-0.4596,18,0.1184
CO21,K,15,0.000107,-0.1826,16,0.0336
CO21,K,16,0.00089,-1.7609,17,0.0292
CO21,K,17,0.000568,-1.1042,17,0.039
CO21,K,18,0.001022,-2.0168,15,0.0408
CO21,K,19,-0.001733,3.5325,17,0.0443
CO21,K,20,-0.003912,7.9237,15,0.0507
CO21,K,21,0.000477,-0.9117,16,0.048
CO21,K,22,-0.00084,1.7507,15,0.0599
CO21,K,23,-0.002797,5.732,13,0.1038
CO21,K,24,-0.001318,2.7578,16,0.1046
CO21,K,25,0.000366,-0.6342,13,0.1032
CO21,K,26,-0.001718,3.5959,13,0.1378
CO21,K,27,0.000638,-1.2316,15,0.053
CO21,K,28,0.000701,-1.361,16,0.0499
CO21,K,29,-0.000213,0.4823,21,0.0535
CO21,K,30,-0.000179,0.392,22,0.0327
CO21,K,31,0.000199,-0.3588,22,0.0418
CO21,K,32,-0.000635,1.3138,17,0.0363
CO21,K,33,-0.000674,1.4566,19,0.1011
CO21,K,34,-0.003245,6.5988,16,0.0683
CO21,K,35,0.000398,-0.749,18,0.0513
CO21,K,36,0.001241,-2.4594,18,0.0376
CO21,K,37,0.007726,-15.4765,15,0.0715
CO21,K,38,-0.000913,1.8887,13,0.0515
CO21,K,39,-0.00014,0.3366,14,0.0555
CO21,K,40,-0.00153,3.137,12,0.0577
CO21,K,41,0.000419,-0.8236,11,0.0198
CO21,K,42,-5.7e-05,0.1401,10,0.0258
CO21,K,43,-0.001236,2.5214,14,0.0344
CO21,K,44,-0.000387,0.801,11,0.0218
CO21,K,45,-0.001248,2.5375,10,0.0254
CO21,K,46,0.001338,-2.664,12,0.0291
CO21,K,47,-3.7e-05,0.0999,11,0.025
CO21,K,48,0.000209,-0.4009,11,0.0192
CO21,K,49,-0.002357,4.7777,13,0.0341
CO21,K,50,-0.004541,9.1747,10,0.0354
CO21,K,51,0.000318,-0.6216,15,0.0175
CO21,K,52,-0.000465,0.9524,15,0.0173
CO21,MG,1,0.00024,-0.4755,13,0.0077
CO21,MG,2,0.000594,-1.1831,12,0.0116
CO21,MG,3,0.001018,-2.0357,12,0.0129
CO21,MG,4,0.000123,-0.2354,14,0.0126
CO21,MG,5,-2.1e-05,0.0553,13,0.0133
CO21,MG,6,-0.001703,3.4491,11,0.0213
CO21,MG,7,-0.00051,1.0573,20,0.0316
CO21,MG,8,-0.000957,1.9507,17,0.0247
CO21,MG,9,0.000894,-1.7667,18,0.0332
CO21,MG,10,0.000886,-1.7424,18,0.0397
CO21,MG,11,-0.000266,0.5914,19,0.0568
CO21,MG,12,0.001266,-2.5187,20,0.0282
CO21,MG,13,0.002035,-4.0519,18,0.0438
CO21,MG,14,0.003056,-6.057,18,0.0937
CO21,MG,15,0.000658,-1.2921,16,0.0318
CO21,MG,16,0.000952,-1.8786,17,0.0371
CO21,MG,17,0.00036,-0.6832,17,0.0403
CO21,MG,18,0.001697,-3.3593,15,0.0557
CO21,MG,19,-0.00371,7.5339,17,0.0669
CO21,MG,20,-0.00275,5.5901,15,0.0565
CO21,MG,21,5.6e-05,-0.0727,16,0.0398
CO21,MG,22,-0.001973,4.0475,15,0.0778
CO21,MG,23,-0.001055,2.1692,13,0.0466
CO21,MG,24,-0.001482,3.0307,16,0.0481
CO21,MG,25,0.000231,-0.4124,13,0.0531
CO21,MG,26,-0.000136,0.3333,13,0.0588
CO21,MG,27,0.000507,-0.9877,15,0.0322
CO21,MG,28,-0.000288,0.6325,16,0.0537
CO21,MG,29,-0.000175,0.3978,21,0.045
CO21,MG,30,-0.001204,2.4566,22,0.0338
CO21,MG,31,-0.00014,0.3164,22,0.0339
CO21,MG,32,-0.00083,1.7036,17,0.033
CO21,MG,33,0.001164,-2.285,19,0.0571
CO21,MG,34,-0.00206,4.185,16,0.0388
CO21,MG,35,-0.002072,4.2138,18,0.0447
CO21,MG,36,-0.0,0.0353,18,0.0349
CO21,MG,37,0.004056,-8.1108,15,0.0516
CO21,MG,38,0.000715,-1.4132,13,0.0259
CO21,MG,39,-0.000482,0.9984,14,0.028
CO21,MG,40,-0.00222,4.5037,12,0.0365
CO21,MG,41,-0.000266,0.5506,11,0.0146
CO21,MG,42,0.000545,-1.0774,10,0.0202
CO21,MG,43,0.000111,-0.1938,14,0.0305
CO21,MG,44,0.000206,-0.3983,11,0.0165
CO21,MG,45,-0.000317,0.6676,10,0.03
CO21,MG,46,0.001295,-2.5797,12,0.0272
CO21,MG,47,4.5e-05,-0.0649,11,0.0252
CO21,MG,48,0.00045,-0.8865,11,0.0196
CO21,MG,49,0.000211,-0.4112,13,0.0144
CO21,MG,50,-0.002559,5.1748,10,0.0249
CO21,MG,51,0.000368,-0.7232,15,0.0179
CO21,MG,52,0.000291,-0.5756,15,0.0102
CO21,NH4,1,-0.002138,4.4955,13,0.1923
CO21,NH4,2,-0.000107,0.4334,12,0.2188
CO21,NH4,3,0.012505,-24.9679,12,0.1973
CO21,NH4,4,0.001979,-3.815,14,0.1677
CO21,NH4,5,0.00661,-13.129,13,0.1723
CO21,NH4,6,-0.001232,2.6827,11,0.2036
CO21,NH4,7,0.010692,-21.1516,20,0.366
CO21,NH4,8,-0.00755,15.5327,17,0.3398
CO21,NH4,9,0.005027,-9.7932,18,0.3235
CO21,NH4,10,0.017061,-33.7295,18,0.6047
CO21,NH4,11,8.6e-05,0.2259,19,0.3996
CO21,NH4,12,0.008063,-15.9248,20,0.302
CO21,NH4,13,0.014103,-27.9146,18,0.4676
CO21,NH4,14,-0.022688,46.1356,18,0.4786
CO21,NH4,15,0.000106,0.134,16,0.3482
CO21,NH4,16,0.009598,-18.9113,17,0.4035
CO21,NH4,17,-0.000858,2.1922,17,0.4659
CO21,NH4,18,0.037447,-74.7514,16,0.6086
CO21,NH4,19,-0.00458,9.7415,17,0.5244
CO21,NH4,20,0.008973,-17.5442,15,0.5142
CO21,NH4,21,0.012881,-25.4551,17,0.4661
CO21,NH4,22,0.010195,-20.0119,15,0.5042
CO21,NH4,23,0.002679,-5.0134,13,0.3787
CO21,NH4,24,0.007908,-15.5387,16,0.3754
CO21,NH4,25,0.004757,-9.1566,13,0.4169
CO21,NH4,26,0.009731,-19.1867,13,0.3966
CO21,NH4,27,0.021234,-42.1119,15,0.6193
CO21,NH4,28,0.002588,-4.5567,16,0.6507
CO21,NH4,29,0.002181,-3.5995,21,0.7904
CO21,NH4,30,0.002763,-5.0235,22,0.5374
CO21,NH4,31,0.00943,-18.4999,22,0.4779
CO21,NH4,32,-0.007305,15.1695,17,0.4696
CO21,NH4,33,0.011332,-21.9523,19,0.8521
CO21,NH4,34,-0.005057,10.6192,16,0.4433
CO21,NH4,35,-0.00285,6.2329,18,0.4969
CO21,NH4,36,0.005129,-9.7749,18,0.5476
CO21,NH4,37,0.012446,-24.7062,15,0.3413
CO21,NH4,38,0.012478,-24.6824,13,0.4291
CO21,NH4,39,0.017397,-34.6181,14,0.3929
CO21,NH4,40,-0.007206,15.0068,12,0.5043
CO21,NH4,41,-0.00282,5.8606,11,0.1859
CO21,NH4,42,0.01049,-20.7211,10,0.3889
CO21,NH4,43,-0.021866,44.2804,14,0.2759
CO21,NH4,44,0.004834,-9.4669,11,0.2604
CO21,NH4,45,-0.001399,3.0473,10,0.2324
CO21,NH4,46,-0.000528,1.3475,12,0.2846
CO21,NH4,47,0.009404,-18.5631,11,0.3621
CO21,NH4,48,0.004195,-8.235,12,0.2076
CO21,NH4,49,0.006845,-13.6175,13,0.1572
CO21,NH4,50,-0.006027,12.3737,11,0.2458
CO21,NH4,51,-0.008287,16.8871,15,0.2108
CO21,NH4,52,0.002687,-5.2788,16,0.1294
CO21,NO3,1,0.00337,-5.8887,13,0.8931
CO21,NO3,2,-0.02178,44.7687,12,0.9377
CO21,NO3,3,-0.032736,66.9252,12,1.0471
CO21,NO3,4,-0.031587,64.5158,14,0.9502
CO21,NO3,5,-0.016379,33.8249,13,0.8627
CO21,NO3,6,-0.042084,85.516,11,0.824
CO21,NO3,7,-0.004138,9.3921,20,1.0646
CO21,NO3,8,-0.078771,159.8789,17,1.3583
CO21,NO3,9,-0.048715,99.1657,18,1.1307
CO21,NO3,10,-0.018236,38.2111,18,1.5121
CO21,NO3,11,-0.050915,103.5897,19,1.1263
CO21,NO3,12,-0.042161,85.7255,20,0.88
CO21,NO3,13,0.012483,-23.7226,18,1.3984
CO21,NO3,14,-0.076723,155.8546,18,1.4559
CO21,NO3,15,-0.027421,56.0312,16,0.849
CO21,NO3,16,0.009919,-18.8691,17,1.0915
CO21,NO3,17,-0.029935,61.4833,17,1.2408
CO21,NO3,18,0.006657,-11.9406,15,1.4557
CO21,NO3,19,-0.098165,199.1337,17,1.5837
CO21,NO3,20,-0.046551,95.2461,15,1.565
CO21,NO3,21,-0.028803,59.2847,17,1.3199
CO21,NO3,22,-0.051385,105.3752,15,1.9671
CO21,NO3,23,-0.041096,84.0527,13,1.3492
CO21,NO3,24,-0.047428,96.7182,16,1.272
CO21,NO3,25,-0.055655,113.6412,13,1.6391
CO21,NO3,26,-0.020934,43.6914,13,1.5626
CO21,NO3,27,-0.029685,61.1802,15,1.4416
CO21,NO3,28,-0.081845,166.671,16,1.9631
CO21,NO3,29,-0.071056,145.1633,21,2.169
CO21,NO3,30,-0.06995,142.6143,22,1.8458
CO21,NO3,31,-0.051993,106.2203,22,1.5891
CO21,NO3,32,-0.097607,198.1078,17,1.6802
CO21,NO3,33,-0.01,22.2038,19,2.08
CO21,NO3,34,-0.070956,144.5236,16,1.7299
CO21,NO3,35,-0.060785,124.028,18,1.7016
CO21,NO3,36,-0.070546,143.6729,18,1.7045
CO21,NO3,37,-0.016753,34.8237,15,1.1095
CO21,NO3,38,-0.001656,4.3539,13,1.0204
CO21,NO3,39,-0.028286,58.1337,14,1.2111
CO21,NO3,40,-0.117381,237.4856,12,1.2656
CO21,NO3,41,-0.021709,44.2872,11,0.5985
CO21,NO3,42,0.011061,-21.2883,10,0.9706
CO21,NO3,43,-0.057641,116.9998,14,1.0014
CO21,NO3,44,-0.009084,19.0739,11,0.7921
CO21,NO3,45,-0.017594,36.4066,10,0.9996
CO21,NO3,46,-0.060001,121.9291,12,1.1819
CO21,NO3,47,-0.017059,35.4768,11,1.1474
CO21,NO3,48,-0.037255,75.8391,12,0.8663
CO21,NO3,49,-0.034728,70.7738,13,0.8865
CO21,NO3,50,-0.021025,43.3319,11,1.0197
CO21,NO3,51,-0.071907,145.5804,15,0.8737
CO21,NO3,52,-0.024517,49.9842,16,0.6461
CO21,SO4,1,-0.018997,38.4228,13,0.1936
CO21,SO4,2,-0.006172,12.6136,12,0.1927
CO21,SO4,3,-0.000369,0.8725,12,0.1307
CO21,SO4,4,-0.009901,20.1084,14,0.1833
CO21,SO4,5,-0.002311,4.8225,13,0.1708
CO21,SO4,6,-0.021234,42.9937,11,0.2621
CO21,SO4,7,-0.006305,13.0359,20,0.3468
CO21,SO4,8,-0.036464,73.7679,17,0.3873
CO21,SO4,9,-0.00139,3.2015,18,0.4033
CO21,SO4,10,-0.021236,43.3001,18,0.5647
CO21,SO4,11,-0.022341,45.5563,19,0.5973
CO21,SO4,12,-0.011907,24.3349,20,0.3726
CO21,SO4,13,0.01195,-23.4858,18,0.5635
CO21,SO4,14,-0.017471,36.1123,18,0.9528
CO21,SO4,15,-0.010408,21.3737,16,0.4278
CO21,SO4,16,-0.008471,17.651,17,0.6028
CO21,SO4,17,-0.036808,74.754,17,0.6811
CO21,SO4,18,-0.014019,28.9816,15,0.7703
CO21,SO4,19,-0.075425,152.7821,17,0.9938
CO21,SO4,20,-0.053447,108.4354,15,0.877
CO21,SO4,21,-0.027466,56.0238,17,0.7499
CO21,SO4,22,-0.065369,132.6994,15,1.1499
CO21,SO4,23,-0.039736,80.7179,13,0.7519
CO21,SO4,24,-0.055504,112.485,16,0.7875
CO21,SO4,25,-0.039305,79.9881,13,0.8903
CO21,SO4,26,-0.051404,104.3763,13,0.9294
CO21,SO4,27,-0.02648,54.002,15,0.7135
CO21,SO4,28,-0.061874,125.4726,16,0.9565
CO21,SO4,29,-0.048395,98.3237,21,0.9325
CO21,SO4,30,-0.039206,79.6362,22,0.7363
CO21,SO4,31,-0.031908,64.9218,22,0.7099
CO21,SO4,32,-0.049269,99.9362,17,0.7857
CO21,SO4,33,-0.023712,48.7439,19,1.0259
CO21,SO4,34,-0.058924,119.4532,16,0.8731
CO21,SO4,35,-0.05899,119.6005,18,0.887
CO21,SO4,36,-0.030876,62.9846,18,0.8497
CO21,SO4,37,-0.013939,28.6546,15,0.6039
CO21,SO4,38,-0.016255,33.2425,13,0.5309
CO21,SO4,39,-0.028293,57.6336,14,0.696
CO21,SO4,40,-0.057639,116.6553,12,0.6614
CO21,SO4,41,-0.020507,41.6314,11,0.362
CO21,SO4,42,-0.003784,8.1439,10,0.5296
CO21,SO4,43,-0.044541,90.216,14,0.5796
CO21,SO4,44,-0.020033,40.6508,11,0.3353
CO21,SO4,45,-0.037083,75.0944,10,0.4667
CO21,SO4,46,-0.016759,34.0891,12,0.3622
CO21,SO4,47,-0.016348,33.3566,11,0.4575
CO21,SO4,48,-0.004215,8.6706,12,0.1876
CO21,SO4,49,-0.006254,12.744,13,0.1592
CO21,SO4,50,-0.021035,42.6112,11,0.2796
CO21,SO4,51,-0.019248,38.9428,15,0.2071
CO21,SO4,52,-0.00761,15.4568,16,0.1424
CO21,Sodium,1,0.000927,-1.8462,13,0.0198
CO21,Sodium,2,0.000673,-1.3248,12,0.0288
CO21,Sodium,3,0.003332,-6.6734,12,0.0318
CO21,Sodium,4,0.00225,-4.4968,14,0.0319
CO21,Sodium,5,0.000806,-1.5891,13,0.0326
CO21,Sodium,6,-0.004631,9.3789,11,0.059
CO21,Sodium,7,7e-06,0.0576,20,0.0724
CO21,Sodium,8,-0.003641,7.3828,17,0.0546
CO21,Sodium,9,0.001862,-3.676,18,0.072
CO21,Sodium,10,0.000135,-0.2055,18,0.067
CO21,Sodium,11,-0.001753,3.6369,19,0.11
CO21,Sodium,12,0.002856,-5.696,20,0.0505
CO21,Sodium,13,0.007703,-15.396,18,0.1061
CO21,Sodium,14,0.010458,-20.8404,18,0.2063
CO21,Sodium,15,0.000379,-0.7175,16,0.0444
CO21,Sodium,16,0.000424,-0.7906,17,0.0628
CO21,Sodium,17,-0.00053,1.1085,17,0.041
CO21,Sodium,18,0.004872,-9.7192,15,0.0845
CO21,Sodium,19,-0.003044,6.1981,17,0.0714
CO21,Sodium,20,-0.006778,13.7113,15,0.071
CO21,Sodium,21,0.000167,-0.2796,16,0.0558
CO21,Sodium,22,-0.004109,8.3487,15,0.0805
CO21,Sodium,23,-0.001923,3.926,13,0.0555
CO21,Sodium,24,-0.00279,5.6636,16,0.0483
CO21,Sodium,25,0.000105,-0.1614,13,0.0506
CO21,Sodium,26,-0.004462,9.0488,13,0.069
CO21,Sodium,27,0.00105,-2.0814,15,0.0323
CO21,Sodium,28,-0.000503,1.0526,16,0.0396
CO21,Sodium,29,-0.000181,0.4028,21,0.0389
CO21,Sodium,30,-0.000294,0.6142,22,0.0236
CO21,Sodium,31,-0.0001,0.2264,22,0.0253
CO21,Sodium,32,-0.000266,0.5629,17,0.0266
CO21,Sodium,33,0.000425,-0.8161,19,0.0395
CO21,Sodium,34,-0.002821,5.7142,16,0.0379
CO21,Sodium,35,-0.001467,2.9906,18,0.0377
CO21,Sodium,36,0.000275,-0.5246,18,0.029
CO21,Sodium,37,0.00534,-10.6906,15,0.0566
CO21,Sodium,38,-0.001322,2.6965,13,0.0369
CO21,Sodium,39,0.000629,-1.2378,14,0.0271
CO21,Sodium,40,-0.000974,1.9961,12,0.0351
CO21,Sodium,41,-0.000514,1.0515,11,0.0164
CO21,Sodium,42,0.001355,-2.6977,10,0.0301
CO21,Sodium,43,-0.001378,2.8258,14,0.0536
CO21,Sodium,44,-0.000369,0.7633,11,0.0197
CO21,Sodium,45,-0.004746,9.6284,10,0.0776
CO21,Sodium,46,0.000627,-1.234,12,0.0285
CO21,Sodium,47,0.00105,-2.0506,11,0.0616
CO21,Sodium,48,0.005105,-10.1739,11,0.0997
CO21,Sodium,49,-0.001478,3.0071,13,0.032
CO21,Sodium,50,-0.002351,4.7602,10,0.0287
CO21,Sodium,51,-0.001238,2.5311,15,0.0395
CO21,Sodium,52,1.1e-05,-0.0066,15,0.0164
CO22,CA,1,0.003065,-6.1061,5,0.0598
CO22,CA,2,0.067143,-135.2784,3,0.0
CO22,CA,3,-0.004825,9.8419,4,0.1358
CO22,CA,4,0.002711,-5.3746,6,0.0787
CO22,CA,5,-0.010855,21.9374,4,0.1021
CO22,CA,6,0.008065,-16.0297,10,0.1928
CO22,CA,7,-0.08974,181.5392,7,1.0259
CO22,CA,8,-0.004579,9.4258,6,0.2141
CO22,CA,9,-0.041277,83.2813,7,0.251
CO22,CA,10,-0.016673,33.7134,9,0.1752
CO22,CA,11,-0.010848,22.0686,10,0.2485
CO22,CA,12,0.097781,-195.5105,9,1.177
CO22,CA,13,-0.008642,17.9838,12,0.5999
CO22,CA,14,0.008056,-14.6228,11,1.5813
CO22,CA,15,0.070293,-139.9456,17,1.4497
CO22,CA,16,-0.027717,56.168,15,0.4144
CO22,CA,17,-0.056402,114.1939,16,0.7411
CO22,CA,18,0.002047,-3.6483,19,0.4693
CO22,CA,19,-0.058555,118.5159,17,0.731
CO22,CA,20,-0.005915,12.3028,16,0.4043
CO22,CA,21,-0.014033,28.5956,21,0.3686
CO22,CA,22,0.001184,-1.9709,16,0.4106
CO22,CA,23,0.034808,-69.5327,17,0.4851
CO22,CA,24,0.071206,-142.1944,14,1.0378
CO22,CA,25,-0.012927,26.5482,15,0.5457
CO22,CA,26,-0.035583,72.1356,14,0.5589
CO22,CA,27,-0.003366,7.1984,13,0.4276
CO22,CA,28,-0.005266,10.9122,10,0.3195
CO22,CA,29,-0.006719,13.9326,9,0.4169
CO22,CA,30,0.018426,-36.6055,17,0.4591
CO22,CA,31,-0.066443,134.0348,11,0.3845
CO22,CA,32,0.025191,-49.9475,15,0.725
CO22,CA,33,0.034351,-68.4966,11,0.6011
CO22,CA,34,0.085927,-171.6451,10,1.1976
CO22,CA,35,-0.012485,25.5431,16,0.4292
CO22,CA,36,0.003159,-5.7952,13,0.5593
CO22,CA,37,0.002697,-5.0568,15,0.369
CO22,CA,38,0.001631,-2.7675,11,0.5137
CO22,CA,39,-0.05678,114.8178,11,0.6049
CO22,CA,40,-0.002765,5.7829,15,0.221
CO22,CA,41,0.017987,-35.8718,14,0.3101
CO22,CA,42,0.071318,-142.7522,8,0.7053
CO22,CA,43,-0.003641,7.5181,11,0.1944
CO22,CA,44,0.000276,-0.2335,9,0.3219
CO22,CA,45,-0.008894,18.0519,9,0.1624
CO22,CA,46,-0.013641,27.5987,6,0.1594
CO22,CA,47,-0.00294,6.077,6,0.163
CO22,CA,48,-0.02393,48.3603,5,0.2254
CO22,CA,49,0.002705,-5.3268,5,0.1142
CO22,CA,52,-0.002054,4.1701,6,0.0379
CO22,CL,1,0.001592,-3.1596,5,0.0435
CO22,CL,2,0.01,-20.098,3,0.0172
CO22,CL,3,0.002587,-5.1413,4,0.0632
CO22,CL,4,0.000898,-1.7746,6,0.0326
CO22,CL,5,-0.001276,2.6028,4,0.0367
CO22,CL,6,0.009545,-19.0509,10,0.1494
CO22,CL,7,0.010164,-20.3318,7,0.1126
CO22,CL,8,-0.000485,1.058,6,0.0833
CO22,CL,9,0.002152,-4.2078,7,0.1216
CO22,CL,10,-0.006037,12.2012,9,0.0575
CO22,CL,11,8e-06,0.0355,10,0.0518
CO22,CL,12,0.00873,-17.4024,9,0.1573
CO22,CL,13,-0.002277,4.6801,12,0.1008
CO22,CL,14,0.018573,-37.0093,11,0.3501
CO22,CL,15,-0.000885,1.9208,17,0.1401
CO22,CL,16,-0.001625,3.3407,15,0.0714
CO22,CL,17,-0.002014,4.1387,16,0.0873
CO22,CL,18,-0.000234,0.5548,19,0.084
CO22,CL,19,-0.007856,15.9658,17,0.1631
CO22,CL,20,-0.000835,1.7588,16,0.0796
CO22,CL,21,-0.002819,5.7658,21,0.0958
CO22,CL,22,0.000997,-1.8851,16,0.121
CO22,CL,23,0.00663,-13.2316,17,0.1047
CO22,CL,24,0.015624,-31.1803,14,0.2481
CO22,CL,25,-0.001517,3.2076,15,0.1556
CO22,CL,26,-0.01308,26.4805,14,0.1696
CO22,CL,27,0.007845,-15.5901,13,0.1896
CO22,CL,28,-0.000811,1.723,10,0.0917
CO22,CL,29,-0.002718,5.6209,9,0.1534
CO22,CL,30,0.001074,-2.046,17,0.114
CO22,CL,31,-0.018396,37.1019,11,0.0975
CO22,CL,32,0.005159,-10.1852,16,0.1932
CO22,CL,33,0.020607,-41.2116,11,0.239
CO22,CL,34,0.015305,-30.5527,10,0.2329
CO22,CL,35,-0.004335,8.8532,17,0.1324
CO22,CL,36,0.000923,-1.7238,13,0.1319
CO22,CL,37,0.000238,-0.3809,15,0.0988
CO22,CL,38,-0.001605,3.3089,11,0.08
CO22,CL,39,-0.005312,10.7634,11,0.0773
CO22,CL,40,-0.002144,4.3433,15,0.0312
CO22,CL,41,0.006452,-12.9001,14,0.079
CO22,CL,42,0.008707,-17.3998,8,0.1154
CO22,CL,43,0.000538,-1.0282,11,0.0539
CO22,CL,44,0.007714,-15.4035,9,0.113
CO22,CL,45,-0.001656,3.3703,9,0.0391
CO22,CL,46,-0.003271,6.6176,6,0.0369
CO22,CL,47,0.002947,-5.8606,6,0.067
CO22,CL,48,-0.155137,312.7145,5,0.654
CO22,CL,49,0.006369,-12.7572,5,0.0538
CO22,CL,52,-0.000474,0.9885,6,0.0359
CO22,K,1,0.000326,-0.6483,5,0.0083
CO22,K,2,0.004071,-8.1897,3,0.0
CO22,K,3,0.000772,-1.5295,4,0.0231
CO22,K,4,0.000115,-0.2199,6,0.0116
CO22,K,5,-0.001444,2.9172,4,0.0127
CO22,K,6,0.000298,-0.5848,10,0.0137
CO22,K,7,0.003337,-6.6593,7,0.0527
CO22,K,8,-0.000183,0.3959,6,0.0277
CO22,K,9,-0.006835,13.7996,7,0.0508
CO22,K,10,-0.00068,1.3878,9,0.02
CO22,K,11,-0.000821,1.6773,10,0.0255
CO22,K,12,0.009673,-19.3623,9,0.0949
CO22,K,13,-0.000895,1.8387,12,0.0381
CO22,K,14,-0.002028,4.1825,11,0.1029
CO22,K,15,0.003571,-7.0849,17,0.0984
CO22,K,16,-0.001889,3.8384,15,0.038
CO22,K,17,-0.001502,3.0666,16,0.0456
CO22,K,18,0.001254,-2.4902,19,0.0325
CO22,K,19,-0.005622,11.3974,17,0.0889
CO22,K,20,-0.001085,2.2204,16,0.0372
CO22,K,21,-0.001149,2.3487,21,0.0374
CO22,K,22,9.7e-05,-0.1519,16,0.0427
CO22,K,23,0.001545,-3.0393,17,0.0676
CO22,K,24,0.008341,-16.6427,14,0.1352
CO22,K,25,-0.00371,7.5953,15,0.1319
CO22,K,26,-0.007095,14.3732,14,0.1023
CO22,K,27,-0.001805,3.7685,13,0.1381
CO22,K,28,-0.001168,2.4136,10,0.0635
CO22,K,29,0.003037,-5.9278,9,0.1813
CO22,K,30,0.003156,-6.2794,17,0.0684
CO22,K,31,-0.025179,50.7315,11,0.0826
CO22,K,32,0.001771,-3.4454,15,0.1175
CO22,K,33,0.009968,-19.9187,11,0.1328
CO22,K,34,0.012202,-24.3635,10,0.1804
CO22,K,35,-0.000797,1.6698,16,0.066
CO22,K,36,-0.000554,1.182,13,0.0674
CO22,K,37,-0.002822,5.7479,15,0.0707
CO22,K,38,0.001073,-2.0994,11,0.0595
CO22,K,39,-0.002693,5.4619,11,0.0453
CO22,K,40,-0.000553,1.1365,15,0.0249
CO22,K,41,0.004559,-9.1323,14,0.0386
CO22,K,42,0.012169,-24.3707,8,0.1084
CO22,K,43,0.000833,-1.6505,11,0.0258
CO22,K,44,0.001806,-3.5763,9,0.0558
CO22,K,45,-0.000722,1.4733,9,0.0209
CO22,K,46,-0.00166,3.3592,6,0.0211
CO22,K,47,0.000533,-1.0484,6,0.0228
CO22,K,48,-0.008715,17.5774,5,0.0474
CO22,K,49,3.3e-05,-0.0557,5,0.0103
CO22,K,52,-4.8e-05,0.1046,6,0.0073
CO22,MG,1,0.000322,-0.6413,5,0.0057
CO22,MG,2,0.007714,-15.5431,3,0.0
CO22,MG,3,-0.000354,0.7258,4,0.013
CO22,MG,4,0.000282,-0.5596,6,0.008
CO22,MG,5,8.4e-05,-0.1557,4,0.0135
CO22,MG,6,0.000837,-1.6647,10,0.0197
CO22,MG,7,-0.003637,7.3814,7,0.0655
CO22,MG,8,-0.000501,1.0289,6,0.0215
CO22,MG,9,-0.003053,6.1673,7,0.0263
CO22,MG,10,-0.001301,2.6343,9,0.0171
CO22,MG,11,-0.000445,0.9141,10,0.0187
CO22,MG,12,0.005937,-11.863,9,0.0789
CO22,MG,13,-0.000592,1.2295,12,0.0392
CO22,MG,14,0.003489,-6.8925,11,0.1264
CO22,MG,15,0.000735,-1.377,17,0.1023
CO22,MG,16,-0.002121,4.3025,15,0.0369
CO22,MG,17,-0.003392,6.8789,16,0.0568
CO22,MG,18,-0.000172,0.3889,19,0.0437
CO22,MG,19,-0.006534,13.2215,17,0.0783
CO22,MG,20,-0.000374,0.7903,16,0.0382
CO22,MG,21,-0.0011,2.2467,21,0.0336
CO22,MG,22,6.7e-05,-0.0915,16,0.0428
