SITE_ID,variable,week,seasonal_mean
CO21,K,24,0.1065
CO21,K,25,0.1028
CO21,K,26,0.1349
CO21,K,27,0.0525
CO21,K,28,0.05
CO21,K,29,0.0533
CO21,K,30,0.0325
CO21,K,31,0.0419
CO21,K,32,0.0378
CO21,K,33,0.1016
CO21,K,34,0.0713
CO21,K,35,0.0509
CO21,K,36,0.0376
CO21,K,37,0.0708
CO21,K,38,0.0515
CO21,K,39,0.0556
CO21,K,40,0.0615
CO21,K,41,0.0194
CO21,K,42,0.0259
CO21,K,43,0.0372
CO21,K,44,0.0227
CO21,K,45,0.0288
CO21,K,46,0.0273
CO21,K,47,0.025
CO21,K,48,0.0195
CO21,K,49,0.0332
CO21,K,50,0.0255
CO21,K,51,0.0171
CO21,K,52,0.0171
CO21,K,53,0.0035
CO21,MG,1,0.0075
CO21,MG,2,0.0128
CO21,MG,3,0.0158
CO21,MG,4,0.0125
CO21,MG,5,0.0133
CO21,MG,6,0.0215
CO21,MG,7,0.0312
CO21,MG,8,0.0245
CO21,MG,9,0.0329
CO21,MG,10,0.0398
CO21,MG,11,0.0569
CO21,MG,12,0.0282
CO21,MG,13,0.0456
CO21,MG,14,0.0907
CO21,MG,15,0.0311
CO21,MG,16,0.0381
CO21,MG,17,0.0403
CO21,MG,18,0.0525
CO21,MG,19,0.0581
CO21,MG,20,0.0625
CO21,MG,21,0.0398
CO21,MG,22,0.0768
CO21,MG,23,0.0448
CO21,MG,24,0.0503
CO21,MG,25,0.0528
CO21,MG,26,0.0585
CO21,MG,27,0.0317
CO21,MG,28,0.0536
CO21,MG,29,0.0448
CO21,MG,30,0.0326
CO21,MG,31,0.0339
CO21,MG,32,0.0349
CO21,MG,33,0.0564
CO21,MG,34,0.0407
CO21,MG,35,0.0467
CO21,MG,36,0.0349
CO21,MG,37,0.0513
CO21,MG,38,0.0259
CO21,MG,39,0.0282
CO21,MG,40,0.0421
CO21,MG,41,0.0148
CO21,MG,42,0.0195
CO21,MG,43,0.0303
CO21,MG,44,0.016
CO21,MG,45,0.0309
CO21,MG,46,0.0255
CO21,MG,47,0.0252
CO21,MG,48,0.0202
CO21,MG,49,0.0145
CO21,MG,50,0.0193
CO21,MG,51,0.0175
CO21,MG,52,0.0103
CO21,MG,53,0.0075
CO21,NH4,1,0.1937
CO21,NH4,2,0.2186
CO21,NH4,3,0.2326
CO21,NH4,4,0.1653
CO21,NH4,5,0.1735
CO21,NH4,6,0.2036
CO21,NH4,7,0.3737
CO21,NH4,8,0.3386
CO21,NH4,9,0.3217
CO21,NH4,10,0.6059
CO21,NH4,11,0.3995
CO21,NH4,12,0.3022
CO21,NH4,13,0.4796
CO21,NH4,14,0.5009
CO21,NH4,15,0.3481
CO21,NH4,16,0.4129
CO21,NH4,17,0.4659
CO21,NH4,18,0.5574
CO21,NH4,19,0.5135
CO21,NH4,20,0.4948
CO21,NH4,21,0.4598
CO21,NH4,22,0.5093
CO21,NH4,23,0.3832
CO21,NH4,24,0.3641
CO21,NH4,25,0.4127
CO21,NH4,26,0.4127
CO21,NH4,27,0.6017
CO21,NH4,28,0.6512
CO21,NH4,29,0.7922
CO21,NH4,30,0.54
CO21,NH4,31,0.479
CO21,NH4,32,0.4869
CO21,NH4,33,0.8449
CO21,NH4,34,0.448
CO21,NH4,35,0.4996
CO21,NH4,36,0.5474
CO21,NH4,37,0.3401
CO21,NH4,38,0.4295
CO21,NH4,39,0.3867
CO21,NH4,40,0.5224
CO21,NH4,41,0.1886
CO21,NH4,42,0.376
CO21,NH4,43,0.3259
CO21,NH4,44,0.2491
CO21,NH4,45,0.2362
CO21,NH4,46,0.2853
CO21,NH4,47,0.3598
CO21,NH4,48,0.2145
CO21,NH4,49,0.1601
CO21,NH4,50,0.2308
CO21,NH4,51,0.2204
CO21,NH4,52,0.1313
CO21,NH4,53,0.0705
CO21,NO3,1,0.8909
CO21,NO3,2,0.8908
CO21,NO3,3,0.9547
CO21,NO3,4,0.9885
CO21,NO3,5,0.8596
CO21,NO3,6,0.8267
CO21,NO3,7,1.0616
CO21,NO3,8,1.3456
CO21,NO3,9,1.1488
CO21,NO3,10,1.5108
CO21,NO3,11,1.1427
CO21,NO3,12,0.879
CO21,NO3,13,1.4091
CO21,NO3,14,1.5313
CO21,NO3,15,0.8761
CO21,NO3,16,1.1012
CO21,NO3,17,1.243
CO21,NO3,18,1.4431
CO21,NO3,19,1.3485
CO21,NO3,20,1.6656
CO21,NO3,21,1.3339
CO21,NO3,22,1.9411
CO21,NO3,23,1.2814
CO21,NO3,24,1.3397
CO21,NO3,25,1.6886
CO21,NO3,26,1.5281
CO21,NO3,27,1.4662
CO21,NO3,28,1.9469
CO21,NO3,29,2.1114
CO21,NO3,30,1.7803
CO21,NO3,31,1.583
CO21,NO3,32,1.9114
CO21,NO3,33,2.0864
CO21,NO3,34,1.7957
CO21,NO3,35,1.758
CO21,NO3,36,1.7072
CO21,NO3,37,1.1111
CO21,NO3,38,1.0203
CO21,NO3,39,1.2211
CO21,NO3,40,1.5603
CO21,NO3,41,0.6196
CO21,NO3,42,0.957
CO21,NO3,43,1.1331
CO21,NO3,44,0.8134
CO21,NO3,45,1.0476
CO21,NO3,46,1.2625
CO21,NO3,47,1.1515
CO21,NO3,48,0.8046
CO21,NO3,49,0.8719
CO21,NO3,50,0.9675
CO21,NO3,51,0.9572
CO21,NO3,52,0.629
CO21,NO3,53,1.5125
CO21,SO4,1,0.2061
CO21,SO4,2,0.1794
CO21,SO4,3,0.1297
CO21,SO4,4,0.1954
CO21,SO4,5,0.1704
CO21,SO4,6,0.2635
CO21,SO4,7,0.3422
CO21,SO4,8,0.3815
CO21,SO4,9,0.4038
CO21,SO4,10,0.5631
CO21,SO4,11,0.6045
CO21,SO4,12,0.3724
CO21,SO4,13,0.5737
CO21,SO4,14,0.97
CO21,SO4,15,0.4381
CO21,SO4,16,0.5945
CO21,SO4,17,0.6838
CO21,SO4,18,0.7969
CO21,SO4,19,0.8131
CO21,SO4,20,0.9925
CO21,SO4,21,0.7632
CO21,SO4,22,1.1168
CO21,SO4,23,0.6863
CO21,SO4,24,0.8668
CO21,SO4,25,0.9252
CO21,SO4,26,0.8446
CO21,SO4,27,0.7354
CO21,SO4,28,0.9442
CO21,SO4,29,0.8933
CO21,SO4,30,0.6995
CO21,SO4,31,0.7061
CO21,SO4,32,0.9024
CO21,SO4,33,1.0411
CO21,SO4,34,0.9278
CO21,SO4,35,0.9417
CO21,SO4,36,0.8509
CO21,SO4,37,0.6052
CO21,SO4,38,0.5304
CO21,SO4,39,0.7061
CO21,SO4,40,0.8061
CO21,SO4,41,0.3819
CO21,SO4,42,0.5342
CO21,SO4,43,0.6814
CO21,SO4,44,0.3821
CO21,SO4,45,0.5678
CO21,SO4,46,0.3848
CO21,SO4,47,0.4615
CO21,SO4,48,0.1806
CO21,SO4,49,0.1565
CO21,SO4,50,0.2274
CO21,SO4,51,0.2295
CO21,SO4,52,0.1371
CO21,SO4,53,0.0545
CO21,Sodium,1,0.0192
CO21,Sodium,2,0.0302
CO21,Sodium,3,0.0412
CO21,Sodium,4,0.0291
CO21,Sodium,5,0.0328
CO21,Sodium,6,0.0593
CO21,Sodium,7,0.0724
CO21,Sodium,8,0.0541
CO21,Sodium,9,0.0713
CO21,Sodium,10,0.0671
CO21,Sodium,11,0.1105
CO21,Sodium,12,0.0506
CO21,Sodium,13,0.1127
CO21,Sodium,14,0.196
CO21,Sodium,15,0.0441
CO21,Sodium,16,0.0632
CO21,Sodium,17,0.041
CO21,Sodium,18,0.0753
CO21,Sodium,19,0.0641
CO21,Sodium,20,0.0856
CO21,Sodium,21,0.0556
CO21,Sodium,22,0.0784
CO21,Sodium,23,0.0523
CO21,Sodium,24,0.0523
CO21,Sodium,25,0.0505
CO21,Sodium,26,0.0616
CO21,Sodium,27,0.0315
CO21,Sodium,28,0.0395
CO21,Sodium,29,0.0388
CO21,Sodium,30,0.0233
CO21,Sodium,31,0.0253
CO21,Sodium,32,0.0272
CO21,Sodium,33,0.0393
CO21,Sodium,34,0.0405
CO21,Sodium,35,0.0391
CO21,Sodium,36,0.029
CO21,Sodium,37,0.0561
CO21,Sodium,38,0.0368
CO21,Sodium,39,0.0269
CO21,Sodium,40,0.0375
CO21,Sodium,41,0.0169
CO21,Sodium,42,0.0284
CO21,Sodium,43,0.0567
CO21,Sodium,44,0.0205
CO21,Sodium,45,0.0905
CO21,Sodium,46,0.0277
CO21,Sodium,47,0.0614
CO21,Sodium,48,0.1059
CO21,Sodium,49,0.0314
CO21,Sodium,50,0.0236
CO21,Sodium,51,0.0409
CO21,Sodium,52,0.0164
CO21,Sodium,53,0.034
CO22,CA,1,0.057
CO22,CA,2,0.1263
CO22,CA,3,0.119
CO22,CA,4,0.0678
CO22,CA,5,0.1022
CO22,CA,6,0.1685
CO22,CA,7,0.88
CO22,CA,8,0.2127
CO22,CA,9,0.2783
CO22,CA,10,0.1968
CO22,CA,11,0.2758
CO22,CA,12,1.2677
CO22,CA,13,0.6188
CO22,CA,14,1.5713
CO22,CA,15,1.3885
CO22,CA,16,0.4195
CO22,CA,17,0.7808
CO22,CA,18,0.4678
CO22,CA,19,0.7371
CO22,CA,20,0.4044
CO22,CA,21,0.3725
CO22,CA,22,0.41
CO22,CA,23,0.4896
CO22,CA,24,0.9298
CO22,CA,25,0.5455
CO22,CA,26,0.5926
CO22,CA,27,0.4353
CO22,CA,28,0.3401
CO22,CA,29,0.4293
CO22,CA,30,0.4366
CO22,CA,31,0.5819
CO22,CA,32,0.6565
CO22,CA,33,0.5459
CO22,CA,34,0.904
CO22,CA,35,0.4481
CO22,CA,36,0.5531
CO22,CA,37,0.3649
CO22,CA,38,0.5071
CO22,CA,39,0.5826
CO22,CA,40,0.2265
CO22,CA,41,0.2944
CO22,CA,42,0.4278
CO22,CA,43,0.1989
CO22,CA,44,0.3216
CO22,CA,45,0.1769
CO22,CA,46,0.1847
CO22,CA,47,0.1728
CO22,CA,48,0.2282
CO22,CA,49,0.1074
CO22,CA,50,0.1705
CO22,CA,51,0.0285
CO22,CA,52,0.0465
CO22,CL,1,0.042
CO22,CL,2,0.0687
CO22,CL,3,0.0723
CO22,CL,4,0.029
CO22,CL,5,0.0368
CO22,CL,6,0.1206
CO22,CL,7,0.1291
CO22,CL,8,0.0832
CO22,CL,9,0.1201
CO22,CL,10,0.0653
CO22,CL,11,0.0518
CO22,CL,12,0.1654
CO22,CL,13,0.1058
CO22,CL,14,0.327
CO22,CL,15,0.1409
CO22,CL,16,0.0717
CO22,CL,17,0.0887
CO22,CL,18,0.0842
CO22,CL,19,0.1639
CO22,CL,20,0.0796
CO22,CL,21,0.0966
CO22,CL,22,0.1204
CO22,CL,23,0.1056
CO22,CL,24,0.2244
CO22,CL,25,0.1556
CO22,CL,26,0.182
CO22,CL,27,0.1717
CO22,CL,28,0.0949
CO22,CL,29,0.1584
CO22,CL,30,0.1126
CO22,CL,31,0.1522
CO22,CL,32,0.1825
CO22,CL,33,0.2059
CO22,CL,34,0.1806
CO22,CL,35,0.1375
CO22,CL,36,0.1301
CO22,CL,37,0.0985
CO22,CL,38,0.0865
CO22,CL,39,0.0752
CO22,CL,40,0.0355
CO22,CL,41,0.0734
CO22,CL,42,0.0815
CO22,CL,43,0.0533
CO22,CL,44,0.1039
CO22,CL,45,0.0418
CO22,CL,46,0.043
CO22,CL,47,0.0572
CO22,CL,48,0.6722
CO22,CL,49,0.0378
CO22,CL,50,0.0595
CO22,CL,51,0.025
CO22,CL,52,0.0378
CO22,K,1,0.008
CO22,K,2,0.021
CO22,K,3,0.0258
CO22,K,4,0.0112
CO22,K,5,0.0128
CO22,K,6,0.0128
CO22,K,7,0.0581
CO22,K,8,0.0277
CO22,K,9,0.0553
CO22,K,10,0.0209
CO22,K,11,0.0276
CO22,K,12,0.1039
CO22,K,13,0.0401
CO22,K,14,0.1055
CO22,K,15,0.0953
CO22,K,16,0.0383
CO22,K,17,0.0466
CO22,K,18,0.0316
CO22,K,19,0.0895
CO22,K,20,0.0372
CO22,K,21,0.0377
CO22,K,22,0.0426
CO22,K,23,0.0678
CO22,K,24,0.1226
CO22,K,25,0.1319
CO22,K,26,0.109
CO22,K,27,0.1422
CO22,K,28,0.0681
CO22,K,29,0.1757
CO22,K,30,0.0645
CO22,K,31,0.1575
CO22,K,32,0.1127
CO22,K,33,0.1167
CO22,K,34,0.1387
CO22,K,35,0.0672
CO22,K,36,0.0685
CO22,K,37,0.0749
CO22,K,38,0.0551
CO22,K,39,0.0443
CO22,K,40,0.026
CO22,K,41,0.0346
CO22,K,42,0.061
CO22,K,43,0.0247
CO22,K,44,0.0537
CO22,K,45,0.0221
CO22,K,46,0.0242
CO22,K,47,0.021
CO22,K,48,0.0484
CO22,K,49,0.0102
CO22,K,50,0.025
CO22,K,51,0.007
CO22,K,52,0.0075
CO22,MG,1,0.0054
CO22,MG,2,0.014
CO22,MG,3,0.0118
CO22,MG,4,0.0068
CO22,MG,5,0.0135
CO22,MG,6,0.0172
CO22,MG,7,0.0596
CO22,MG,8,0.0213
CO22,MG,9,0.0283
CO22,MG,10,0.0188
CO22,MG,11,0.0198
CO22,MG,12,0.0844
CO22,MG,13,0.0405
CO22,MG,14,0.1221
CO22,MG,15,0.1017
CO22,MG,16,0.0373
CO22,MG,17,0.0592
CO22,MG,18,0.0438
CO22,MG,19,0.079
CO22,MG,20,0.0382
CO22,MG,21,0.034
CO22,MG,22,0.0428
CO22,MG,23,0.0479
CO22,MG,24,0.0892
CO22,MG,25,0.0628
CO22,MG,26,0.0622
CO22,MG,27,0.051
CO22,MG,28,0.0374
CO22,MG,29,0.0472
CO22,MG,30,0.0436
CO22,MG,31,0.0673
CO22,MG,32,0.067
CO22,MG,33,0.063
CO22,MG,34,0.0911
CO22,MG,35,0.0509
CO22,MG,36,0.0584
CO22,MG,37,0.0401
CO22,MG,38,0.0421
CO22,MG,39,0.0491
CO22,MG,40,0.0209
CO22,MG,41,0.0295
CO22,MG,42,0.0409
CO22,MG,43,0.0203
CO22,MG,44,0.0308
CO22,MG,45,0.0138
CO22,MG,46,0.0145
CO22,MG,47,0.0155
CO22,MG,48,0.0498
CO22,MG,49,0.0094
CO22,MG,50,0.016
CO22,MG,51,0.0255
CO22,MG,52,0.0042
CO22,NH4,1,0.4198
CO22,NH4,2,0.369
CO22,NH4,3,0.456
CO22,NH4,4,0.498
CO22,NH4,5,0.4548
CO22,NH4,6,0.5078
CO22,NH4,7,0.5867
CO22,NH4,8,0.499
CO22,NH4,9,0.5254
CO22,NH4,10,0.5654
CO22,NH4,11,0.6798
CO22,NH4,12,0.8946
CO22,NH4,13,0.8422
CO22,NH4,14,1.1866
CO22,NH4,15,1.1069
CO22,NH4,16,0.8109
CO22,NH4,17,0.8097
CO22,NH4,18,0.8571
CO22,NH4,19,1.3431
CO22,NH4,20,0.8627
CO22,NH4,21,0.8302
CO22,NH4,22,1.0959
CO22,NH4,23,0.9431
CO22,NH4,24,1.0706
CO22,NH4,25,1.1511
CO22,NH4,26,1.2974
CO22,NH4,27,1.2607
CO22,NH4,28,1.285
CO22,NH4,29,1.3129
CO22,NH4,30,1.2925
CO22,NH4,31,1.6649
CO22,NH4,32,1.8492
CO22,NH4,33,1.2635
CO22,NH4,34,1.8517
CO22,NH4,35,1.2802
CO22,NH4,36,1.3058
CO22,NH4,37,0.9079
CO22,NH4,38,0.6971
CO22,NH4,39,0.7535
CO22,NH4,40,0.5357
CO22,NH4,41,0.5848
CO22,NH4,42,0.5575
CO22,NH4,43,0.7095
CO22,NH4,44,0.6779
CO22,NH4,45,0.4024
CO22,NH4,46,0.6933
CO22,NH4,47,0.2713
CO22,NH4,48,0.413
CO22,NH4,49,0.335
CO22,NH4,50,0.741
CO22,NH4,51,0.236
CO22,NH4,52,0.2813
CO22,NO3,1,1.101
CO22,NO3,2,0.7983
CO22,NO3,3,1.15
CO22,NO3,4,0.9492
CO22,NO3,5,1.124
CO22,NO3,6,1.6136
CO22,NO3,7,1.9681
CO22,NO3,8,0.9323
CO22,NO3,9,1.2569
CO22,NO3,10,1.0582
CO22,NO3,11,1.0456
CO22,NO3,12,1.7332
CO22,NO3,13,1.6543
CO22,NO3,14,2.8635
CO22,NO3,15,2.4164
CO22,NO3,16,1.2242
CO22,NO3,17,1.5544
CO22,NO3,18,1.5529
CO22,NO3,19,2.703
CO22,NO3,20,1.364
CO22,NO3,21,1.3159
CO22,NO3,22,1.6741
CO22,NO3,23,1.4416
CO22,NO3,24,2.2916
CO22,NO3,25,1.9661
CO22,NO3,26,2.2157
CO22,NO3,27,2.3402
CO22,NO3,28,2.0718
CO22,NO3,29,2.5216
CO22,NO3,30,2.4558
CO22,NO3,31,3.1615
CO22,NO3,32,2.8856
CO22,NO3,33,2.614
CO22,NO3,34,3.6449
CO22,NO3,35,2.3213
CO22,NO3,36,2.8402
CO22,NO3,37,1.713
CO22,NO3,38,1.7752
CO22,NO3,39,1.5585
CO22,NO3,40,0.9625
CO22,NO3,41,1.2729
CO22,NO3,42,1.848
CO22,NO3,43,1.3012
CO22,NO3,44,1.7743
CO22,NO3,45,1.1811
CO22,NO3,46,1.7473
CO22,NO3,47,1.3105
CO22,NO3,48,1.4158
CO22,NO3,49,1.3076
CO22,NO3,50,1.0155
CO22,NO3,51,0.726
CO22,NO3,52,1.0333
CO22,SO4,1,0.2518
CO22,SO4,2,0.5717
CO22,SO4,3,0.1418
CO22,SO4,4,0.53
CO22,SO4,5,0.3332
CO22,SO4,6,0.4083
CO22,SO4,7,0.4949
CO22,SO4,8,0.5488
CO22,SO4,9,0.4107
CO22,SO4,10,0.4771
CO22,SO4,11,0.5488
CO22,SO4,12,1.1117
CO22,SO4,13,0.9095
CO22,SO4,14,1.8175
CO22,SO4,15,1.2786
CO22,SO4,16,0.8484
CO22,SO4,17,1.0384
CO22,SO4,18,0.9188
CO22,SO4,19,1.5226
CO22,SO4,20,0.7382
CO22,SO4,21,0.7953
CO22,SO4,22,0.9472
CO22,SO4,23,0.7785
CO22,SO4,24,1.2631
CO22,SO4,25,0.9603
CO22,SO4,26,1.078
CO22,SO4,27,1.0176
CO22,SO4,28,0.8001
CO22,SO4,29,1.0271
CO22,SO4,30,0.9668
CO22,SO4,31,1.4301
CO22,SO4,32,1.2531
CO22,SO4,33,1.1845
CO22,SO4,34,1.6706
CO22,SO4,35,1.0559
CO22,SO4,36,1.4292
CO22,SO4,37,0.8463
CO22,SO4,38,1.0435
CO22,SO4,39,0.6859
CO22,SO4,40,0.5664
CO22,SO4,41,0.6698
CO22,SO4,42,0.8796
CO22,SO4,43,0.7131
CO22,SO4,44,0.8089
CO22,SO4,45,0.647
CO22,SO4,46,0.9437
CO22,SO4,47,0.318
CO22,SO4,48,0.635
CO22,SO4,49,0.3284
CO22,SO4,50,0.998
CO22,SO4,51,0.1755
CO22,SO4,52,0.1582
CO22,Sodium,1,0.0248
CO22,Sodium,2,0.0283
CO22,Sodium,3,0.048
CO22,Sodium,4,0.012
CO22,Sodium,5,0.0235
CO22,Sodium,6,0.0961
CO22,Sodium,7,0.109
CO22,Sodium,8,0.0495
CO22,Sodium,9,0.0786
CO22,Sodium,10,0.0443
CO22,Sodium,11,0.0522
CO22,Sodium,12,0.244
CO22,Sodium,13,0.0851
CO22,Sodium,14,0.3975
CO22,Sodium,15,0.1223
CO22,Sodium,16,0.0638
CO22,Sodium,17,0.0711
CO22,Sodium,18,0.0619
CO22,Sodium,19,0.105
CO22,Sodium,20,0.0651
CO22,Sodium,21,0.0616
CO22,Sodium,22,0.0722
CO22,Sodium,23,0.065
CO22,Sodium,24,0.1615
CO22,Sodium,25,0.0844
CO22,Sodium,26,0.0764
CO22,Sodium,27,0.0833
CO22,Sodium,28,0.0362
CO22,Sodium,29,0.0603
CO22,Sodium,30,0.0491
CO22,Sodium,31,0.0643
CO22,Sodium,32,0.077
CO22,Sodium,33,0.0756
CO22,Sodium,34,0.1037
CO22,Sodium,35,0.0634
CO22,Sodium,36,0.0676
CO22,Sodium,37,0.0507
CO22,Sodium,38,0.0485
CO22,Sodium,39,0.0363
CO22,Sodium,40,0.0215
CO22,Sodium,41,0.0486
CO22,Sodium,42,0.0501
CO22,Sodium,43,0.0273
CO22,Sodium,44,0.067
CO22,Sodium,45,0.0242
CO22,Sodium,46,0.016
CO22,Sodium,47,0.0292
CO22,Sodium,48,0.3856
CO22,Sodium,49,0.0126
CO22,Sodium,50,0.03
CO22,Sodium,51,0.0075
CO22,Sodium,52,0.0172
CO80,CA,1,0.058
CO80,CA,2,0.1575
CO80,CA,3,0.1925
CO80,CA,4,0.429
CO80,CA,5,0.32
CO80,CA,6,0.071
CO80,CA,7,0.1915
CO80,CA,9,0.1855
CO80,CA,10,0.273
CO80,CA,11,0.8715
CO80,CA,12,0.166
CO80,CA,13,0.453
CO80,CA,14,0.371
CO80,CA,15,0.1775
CO80,CA,16,4.888
CO80,CA,17,0.552
CO80,CA,18,0.558
CO80,CA,19,0.2705
CO80,CA,20,0.179
CO80,CA,21,0.2087
CO80,CA,22,0.2257
CO80,CA,23,0.123
CO80,CA,24,0.2815
CO80,CA,25,0.6423
CO80,CA,26,0.3253
CO80,CA,27,0.2373
CO80,CA,28,0.817
CO80,CA,29,0.2413
CO80,CA,30,0.3917
CO80,CA,31,0.303
CO80,CA,32,0.4477
CO80,CA,33,0.286
CO80,CA,34,0.3
CO80,CA,35,0.873
CO80,CA,36,1.706
CO80,CA,37,0.288
CO80,CA,38,0.607
CO80,CA,39,0.011
CO80,CA,41,0.215
CO80,CA,42,1.035
CO80,CA,43,0.093
CO80,CA,45,0.056
CO80,CA,46,0.448
CO80,CA,47,0.167
CO80,CA,48,0.057
CO80,CA,49,0.157
CO80,CA,50,0.095
CO80,CA,52,0.5283
CO80,CL,1,0.058
CO80,CL,2,0.093
CO80,CL,3,0.067
CO80,CL,4,0.199
CO80,CL,5,0.064
CO80,CL,6,0.035
CO80,CL,7,0.1405
CO80,CL,9,0.0305
CO80,CL,10,0.029
CO80,CL,11,0.059
CO80,CL,12,0.06
CO80,CL,13,0.058
CO80,CL,14,0.127
CO80,CL,15,0.037
CO80,CL,16,0.565
CO80,CL,17,0.1373
CO80,CL,18,0.0935
CO80,CL,19,0.064
CO80,CL,20,0.044
CO80,CL,21,0.057
CO80,CL,22,0.0517
CO80,CL,23,0.0403
CO80,CL,24,0.0655
CO80,CL,25,0.1347
CO80,CL,26,0.077
CO80,CL,27,0.0913
CO80,CL,28,0.165
CO80,CL,29,0.0633
CO80,CL,30,0.1137
CO80,CL,31,0.0583
CO80,CL,32,0.127
CO80,CL,33,0.06
CO80,CL,34,0.053
CO80,CL,35,0.127
CO80,CL,36,0.189
CO80,CL,37,0.071
CO80,CL,38,0.1137
CO80,CL,39,0.02
CO80,CL,41,0.046
CO80,CL,42,0.0855
CO80,CL,43,0.02
CO80,CL,45,0.02
CO80,CL,46,0.125
CO80,CL,47,0.0337
CO80,CL,48,0.0315
CO80,CL,49,0.058
CO80,CL,50,0.04
CO80,CL,52,0.777
CO80,K,1,0.006
CO80,K,2,0.044
CO80,K,3,0.028
CO80,K,4,0.048
CO80,K,5,0.028
CO80,K,6,0.018
CO80,K,7,0.024
CO80,K,9,0.015
CO80,K,10,0.016
CO80,K,11,0.075
CO80,K,12,0.016
CO80,K,13,0.045
CO80,K,14,0.032
CO80,K,15,0.029
CO80,K,16,0.388
CO80,K,17,0.0893
CO80,K,18,0.08
CO80,K,19,0.044
CO80,K,20,0.0435
CO80,K,21,0.0357
CO80,K,22,0.035
CO80,K,23,0.024
CO80,K,24,0.0495
CO80,K,25,0.1143
CO80,K,26,0.063
CO80,K,27,0.0747
CO80,K,28,0.1897
CO80,K,29,0.06
CO80,K,30,0.091
CO80,K,31,0.072
CO80,K,32,0.1187
CO80,K,33,0.0745
CO80,K,34,0.0643
CO80,K,35,0.123
CO80,K,36,0.2165
CO80,K,37,0.066
CO80,K,38,0.1363
CO80,K,39,0.006
CO80,K,41,0.104
CO80,K,42,0.2115
CO80,K,43,0.013
CO80,K,45,0.027
CO80,K,46,0.039
CO80,K,47,0.022
CO80,K,48,0.011
CO80,K,49,0.06
CO80,K,50,0.014
CO80,K,52,0.1687
CO80,MG,1,0.005
CO80,MG,2,0.0175
CO80,MG,3,0.0185
CO80,MG,4,0.036
CO80,MG,5,0.017
CO80,MG,6,0.008
CO80,MG,7,0.016
CO80,MG,9,0.0135
CO80,MG,10,0.015
CO80,MG,11,0.092
CO80,MG,12,0.023
CO80,MG,13,0.038
CO80,MG,14,0.038
CO80,MG,15,0.02
CO80,MG,16,0.28
CO80,MG,17,0.0517
CO80,MG,18,0.046
CO80,MG,19,0.0265
CO80,MG,20,0.019
CO80,MG,21,0.0213
CO80,MG,22,0.024
CO80,MG,23,0.0147
CO80,MG,24,0.0255
CO80,MG,25,0.0543
CO80,MG,26,0.028
CO80,MG,27,0.029
CO80,MG,28,0.0887
CO80,MG,29,0.0237
CO80,MG,30,0.0393
CO80,MG,31,0.0303
CO80,MG,32,0.0553
CO80,MG,33,0.0255
CO80,MG,34,0.0273
CO80,MG,35,0.0585
CO80,MG,36,0.124
CO80,MG,37,0.026
CO80,MG,38,0.0647
CO80,MG,39,0.004
CO80,MG,41,0.028
CO80,MG,42,0.0825
CO80,MG,43,0.006
CO80,MG,45,0.006
CO80,MG,46,0.051
CO80,MG,47,0.0137
CO80,MG,48,0.004
CO80,MG,49,0.016
CO80,MG,50,0.006
CO80,MG,52,0.1193
CO80,NH4,1,0.389
CO80,NH4,2,0.5
CO80,NH4,3,0.491
CO80,NH4,4,0.688
CO80,NH4,5,0.493
CO80,NH4,6,0.678
CO80,NH4,7,0.8895
CO80,NH4,9,0.787
CO80,NH4,10,0.881
CO80,NH4,11,1.1765
CO80,NH4,12,0.47
CO80,NH4,13,0.68
CO80,NH4,14,0.84
CO80,NH4,15,0.6235
CO80,NH4,16,0.7785
CO80,NH4,17,1.849
CO80,NH4,18,1.8745
CO80,NH4,19,1.014
CO80,NH4,20,1.3355
CO80,NH4,21,0.8377
CO80,NH4,22,0.7213
CO80,NH4,23,0.7923
CO80,NH4,24,0.7825
CO80,NH4,25,0.9213
CO80,NH4,26,0.9193
CO80,NH4,27,0.9323
CO80,NH4,28,1.5873
CO80,NH4,29,1.1837
CO80,NH4,30,1.227
CO80,NH4,31,0.836
CO80,NH4,32,1.629
CO80,NH4,33,0.9085
CO80,NH4,34,1.088
CO80,NH4,35,1.771
CO80,NH4,36,2.2865
CO80,NH4,37,1.235
CO80,NH4,38,1.1903
CO80,NH4,39,0.079
CO80,NH4,41,0.641
CO80,NH4,42,0.6265
CO80,NH4,43,0.09
CO80,NH4,45,0.176
CO80,NH4,46,1.167
CO80,NH4,47,0.406
CO80,NH4,48,0.5345
CO80,NH4,49,0.607
CO80,NH4,50,0.243
CO80,NH4,52,0.564
CO80,NO3,1,1.352
CO80,NO3,2,1.035
CO80,NO3,3,0.934
CO80,NO3,4,1.429
CO80,NO3,5,0.849
CO80,NO3,6,0.802
CO80,NO3,7,1.5305
CO80,NO3,9,0.689
CO80,NO3,10,0.923
CO80,NO3,11,1.447
CO80,NO3,12,0.571
CO80,NO3,13,0.68
CO80,NO3,14,0.714
CO80,NO3,15,0.5075
CO80,NO3,16,3.0405
CO80,NO3,17,1.6537
CO80,NO3,18,1.971
CO80,NO3,19,1.0875
CO80,NO3,20,1.184
CO80,NO3,21,0.8897
CO80,NO3,22,0.857
CO80,NO3,23,0.7437
CO80,NO3,24,0.877
CO80,NO3,25,1.227
CO80,NO3,26,0.995
CO80,NO3,27,1.0477
CO80,NO3,28,2.0047
CO80,NO3,29,1.1657
CO80,NO3,30,1.6483
CO80,NO3,31,0.9867
CO80,NO3,32,2.1583
