"Seg_ID","SITE_ID","Start_Date","End_Date","Num_Years","fft_CA_Period","fft_CA_Power","fft_CA_Threshold","fft_CA_Status","fft_HNO3_Period","fft_HNO3_Power","fft_HNO3_Threshold","fft_HNO3_Status","fft_K_Period","fft_K_Power","fft_K_Threshold","fft_K_Status","fft_MG_Period","fft_MG_Power","fft_MG_Threshold","fft_MG_Status","fft_NH4_Period","fft_NH4_Power","fft_NH4_Threshold","fft_NH4_Status","fft_NO3_Period","fft_NO3_Power","fft_NO3_Threshold","fft_NO3_Status","fft_SO2_Period","fft_SO2_Power","fft_SO2_Threshold","fft_SO2_Status","fft_SO4_Period","fft_SO4_Power","fft_SO4_Threshold","fft_SO4_Status","fft_Sodium_Period","fft_Sodium_Power","fft_Sodium_Threshold","fft_Sodium_Status","fft_TNO3_Period","fft_TNO3_Power","fft_TNO3_Threshold","fft_TNO3_Status"
57,"HOX148","2009-04-14","2024-07-09",15.24,53.33,19.129293,2.18654,"[PASS]",53.33,10.87888,0.868906,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,36.005686,2.443493,"[PASS]",53.33,17.986007,1.307137,"[PASS]",53.33,273.598234,5.930153,"[PASS]",53.33,18.738752,1.268112,"[PASS]",25.81,1.36382,0.714169,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,45.125915,1.701941,"[PASS]"
58,"HOX148","2000-10-31","2005-11-08",5.02,54,3.592859,1.002279,"[PASS]",54,2.370668,1.126056,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,2.667531,0.477403,"[PASS]",5.29,1.357134,1.187081,"[PASS]",54,81.627493,4.744643,"[PASS]",54,11.092742,1.706554,"[PASS]",54,3.730154,0.819292,"[PASS]",54,21.86359,2.218532,"[PASS]",54,9.636185,1.281487,"[PASS]"
59,"HWF187","2014-11-04","2022-05-03",7.49,50,8.686416,1.329952,"[PASS]",50,2.660074,0.675506,"[PASS]",50,11.408552,1.07984,"[PASS]",NA,NA,NA,"FAIL BOXCOX",26.67,2.6434,1.139317,"[PASS]",NA,NA,NA,"FAIL BOXCOX",50,53.277565,5.054855,"[PASS]",26.67,1.558173,0.722297,"[PASS]",50,97.463422,6.794064,"[PASS]",50,28.759907,2.047837,"[PASS]"
60,"HWF187","2002-05-28","2014-10-21",12.4,54,8.188348,1.038053,"[PASS]",54,10.766721,1.237259,"[PASS]",54,17.61252,0.965082,"[PASS]",NA,NA,NA,"FAIL BOXCOX",25.92,3.910567,1.068956,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,64.827895,2.727153,"[PASS]",25.92,4.229734,0.967917,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,23.906972,1.38443,"[PASS]"
61,"IRL141","2008-03-11","2016-10-04",8.57,17.31,1.547062,0.412054,"[PASS]",56.25,3.997055,1.598426,"[PASS]",50,0.693732,0.180304,"[PASS]",50,2.431793,0.545504,"[PASS]",50,1.211105,0.422538,"[PASS]",50,2.957388,0.58843,"[PASS]",50,3.017914,0.870707,"[PASS]",50,2.809771,0.455988,"[PASS]",50,8.532466,1.625161,"[PASS]",50,3.482277,0.711693,"[PASS]"
62,"JOT403","2013-09-10","2018-12-18",5.27,57.6,11.053153,1.560069,"[PASS]",57.6,9.985959,1.097043,"[PASS]",57.6,33.198042,2.915907,"[PASS]",57.6,4.784175,0.509033,"[PASS]",57.6,3.210426,0.29038,"[PASS]",57.6,6.865181,1.148308,"[PASS]",48,17.160104,2.620396,"[PASS]",57.6,15.913616,1.366732,"[PASS]",48,6.7544,0.936151,"[PASS]",57.6,14.944238,1.496864,"[PASS]"
63,"JOT403","2000-08-22","2011-05-10",10.71,52.36,36.422925,1.303135,"[PASS]",52.36,72.438016,1.93058,"[PASS]",52.36,81.891491,1.955908,"[PASS]",52.36,27.03392,0.752652,"[PASS]",52.36,16.409186,0.7072,"[PASS]",52.36,13.306887,1.741053,"[PASS]",52.36,82.621684,2.350533,"[PASS]",52.36,77.010336,1.616524,"[PASS]",52.36,19.858307,0.71307,"[PASS]",52.36,71.527138,2.419707,"[PASS]"
64,"KEF112","2013-10-15","2024-01-09",10.23,54,3.781473,1.121568,"[PASS]",54,2.148773,0.413792,"[PASS]",54,103.461422,6.715464,"[PASS]",54,2.811289,0.484093,"[PASS]",25.71,7.696883,0.715071,"[PASS]",54,143.774647,4.413755,"[PASS]",54,36.143343,2.052563,"[PASS]",25.71,2.622165,0.430211,"[PASS]",54,125.128167,8.468192,"[PASS]",54,23.629377,1.006107,"[PASS]"
65,"KEF112","2007-12-25","2013-10-01",5.77,26.67,3.65497,1.05808,"[PASS]",53.33,4.280156,0.644687,"[PASS]",53.33,10.637299,1.967926,"[PASS]",53.33,4.347971,0.793141,"[PASS]",26.67,2.830921,0.468114,"[PASS]",53.33,117.998718,4.8969,"[PASS]",53.33,21.279397,1.41839,"[PASS]",53.33,2.541862,0.327987,"[PASS]",53.33,55.008741,3.569242,"[PASS]",53.33,13.524078,0.797274,"[PASS]"
66,"KNZ184","2012-02-28","2021-02-23",8.99,53.33,16.85818,1.936714,"[PASS]",53.33,11.488571,0.986503,"[PASS]",53.33,13.031641,0.985898,"[PASS]",53.33,1.081456,0.097591,"[PASS]",53.33,18.571523,1.613195,"[PASS]",53.33,40.966891,1.979097,"[PASS]",53.33,7.610641,0.705919,"[PASS]",53.33,3.747532,0.609364,"[PASS]",26.67,15.308063,4.1246,"[PASS]",53.33,14.415669,0.810011,"[PASS]"
67,"KNZ184","2002-03-26","2011-10-18",9.56,50,8.99573,1.874425,"[PASS]",50,12.346298,1.124602,"[PASS]",50,3.930693,0.606821,"[PASS]",50,0.258565,0.045063,"[PASS]",50,9.195897,1.362191,"[PASS]",50,31.919917,1.847625,"[PASS]",26.32,4.089742,0.998657,"[PASS]",50,8.249318,0.818994,"[PASS]",50,7.615975,2.576902,"[PASS]",50,7.916616,0.565384,"[PASS]"
68,"LAV410","2005-09-27","2012-12-18",7.23,54.86,17.098849,1.306247,"[PASS]",54.86,62.710657,2.684051,"[PASS]",54.86,55.096726,3.553162,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54.86,15.188592,0.791389,"[PASS]",54.86,28.784994,2.639849,"[PASS]",54.86,34.141152,2.261847,"[PASS]",54.86,17.519966,1.001924,"[PASS]",54.86,26.816396,2.658597,"[PASS]",54.86,37.555506,1.803785,"[PASS]"
69,"LRL117","2016-11-01","2024-07-09",7.69,25.31,0.760129,0.422836,"[PASS]",50.62,3.351788,0.383126,"[PASS]",50.62,41.514248,2.432844,"[PASS]",50.62,0.953867,0.25861,"[PASS]",25.31,2.823345,0.494791,"[PASS]",50.62,186.141157,5.937837,"[PASS]",50.62,39.892173,1.729455,"[PASS]",50.62,1.916626,0.392227,"[PASS]",50.62,126.643747,8.258723,"[PASS]",50.62,25.68401,1.155837,"[PASS]"
70,"LRL117","2007-10-09","2013-10-29",6.06,26.67,4.039932,1.011328,"[PASS]",53.33,5.666739,0.668522,"[PASS]",53.33,284.126669,32.739425,"[PASS]",53.33,6.99784,1.944613,"[PASS]",26.67,3.484241,0.499517,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,19.469758,1.265427,"[PASS]",53.33,5.283607,0.421554,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,15.13165,0.829578,"[PASS]"
71,"LRL117","2000-01-04","2007-09-25",7.72,50.62,0.974173,0.263883,"[PASS]",50.62,6.319637,0.693753,"[PASS]",50.62,0.84954,0.084381,"[PASS]",NA,NA,NA,"FAIL BOXCOX",50.62,18.070896,0.890432,"[PASS]",NA,NA,NA,"FAIL BOXCOX",50.62,32.215564,1.821466,"[PASS]",50.62,9.45589,0.404998,"[PASS]",NA,NA,NA,NA,50.62,13.081422,0.798184,"[PASS]"
72,"MAC426","2003-06-10","2016-06-14",13.01,25.71,2.287128,0.756617,"[PASS]",51.43,4.894962,0.522436,"[PASS]",NA,NA,NA,"FAIL BOXCOX",51.43,1.739087,0.246231,"[PASS]",25.71,5.948882,0.693182,"[PASS]",51.43,227.186521,4.043975,"[PASS]",51.43,55.105465,1.464499,"[PASS]",51.43,13.553152,0.532765,"[PASS]",51.43,38.30114,3.858175,"[PASS]",51.43,23.453527,0.606128,"[PASS]"
73,"MCK131","2019-06-18","2024-07-09",5.06,27,1.578079,0.449895,"[PASS]",54,0.995697,0.559355,"[PASS]",54,65.000404,5.526089,"[PASS]",54,0.345791,0.091866,"[PASS]",27,3.673991,1.394216,"[PASS]",54,55.003972,3.024437,"[PASS]",54,8.149516,0.971101,"[PASS]",54,1.117348,0.404241,"[PASS]",54,20.479248,5.154214,"[PASS]",54,4.687974,0.396931,"[PASS]"
74,"MCK131","2010-08-10","2019-06-04",8.82,26.67,5.115716,1.180493,"[PASS]",53.33,0.902765,0.523771,"[PASS]",53.33,232.506526,11.860946,"[PASS]",53.33,2.287261,0.438153,"[PASS]",25.26,2.003363,0.652345,"[PASS]",53.33,97.121821,2.982966,"[PASS]",53.33,27.17677,1.16059,"[PASS]",53.33,3.509102,0.498442,"[PASS]",53.33,25.359068,2.818943,"[PASS]",53.33,8.53631,0.425129,"[PASS]"
75,"MCK231","2009-02-03","2019-10-15",10.69,26.18,3.235585,0.91672,"[PASS]",52.36,1.437102,0.526182,"[PASS]",NA,NA,NA,"FAIL BOXCOX",52.36,2.216888,0.336976,"[PASS]",26.18,5.670717,0.599493,"[PASS]",52.36,140.313815,3.097729,"[PASS]",52.36,35.214235,1.198126,"[PASS]",52.36,5.531282,0.552965,"[PASS]",52.36,48.750546,3.704461,"[PASS]",52.36,12.2183,0.423512,"[PASS]"
76,"MCK231","2000-10-03","2009-01-27",8.32,26.47,3.858146,1.228988,"[PASS]",26.47,1.446474,0.733013,"[PASS]",50,32.651042,3.237472,"[PASS]",26.47,2.985014,0.983367,"[PASS]",50,7.197278,0.676193,"[PASS]",50,71.590479,3.509961,"[PASS]",50,15.758181,1.386801,"[PASS]",50,9.52013,0.483477,"[PASS]",50,32.440348,4.919037,"[PASS]",50,3.056017,0.302001,"[PASS]"
77,"MEV405","2010-11-16","2016-04-19",5.42,48,14.669058,2.183864,"[PASS]",26.18,3.973352,0.642825,"[PASS]",48,22.597907,2.62117,"[PASS]",48,9.095668,1.249357,"[PASS]",57.6,1.524905,0.194133,"[PASS]",57.6,3.905417,1.15825,"[PASS]",48,2.20048,0.559124,"[PASS]",57.6,4.92617,0.57913,"[PASS]",57.6,18.158892,3.622764,"[PASS]",26.18,1.356784,0.443127,"[PASS]"
78,"MEV405","2004-05-18","2010-11-09",6.48,51.43,46.107413,3.00749,"[PASS]",51.43,5.035197,0.755071,"[PASS]",51.43,35.832353,1.815714,"[PASS]",51.43,19.936173,1.098256,"[PASS]",51.43,1.513793,0.088944,"[PASS]",51.43,8.533002,1.062306,"[PASS]",51.43,8.739508,1.050221,"[PASS]",51.43,7.380158,0.393158,"[PASS]",51.43,41.377419,3.348731,"[PASS]",51.43,1.489974,0.472189,"[PASS]"
79,"MKG113","2000-01-04","2021-11-30",21.91,52.36,4.29477,0.45267,"[PASS]",52.36,11.866693,0.537094,"[PASS]",52.36,336.083614,6.8176,"[PASS]",NA,NA,NA,"FAIL BOXCOX",26.18,11.05706,0.687295,"[PASS]",52.36,502.728721,4.742958,"[PASS]",52.36,107.489319,1.614131,"[PASS]",52.36,11.36751,0.516454,"[PASS]",52.36,824.522763,11.223722,"[PASS]",52.36,48.794169,0.829237,"[PASS]"
80,"OLY421","2000-01-04","2005-02-01",5.08,54,11.437732,1.237254,"[PASS]",54,7.635298,1.280256,"[PASS]",54,31.851199,6.96952,"[PASS]",54,9.772689,1.062186,"[PASS]",12.86,2.309203,1.20864,"[PASS]",54,1.159245,0.590128,"[PASS]",54,4.612163,0.769815,"[PASS]",54,7.649605,0.626394,"[PASS]",54,5.605987,0.811923,"[PASS]",12.86,1.001446,0.524889,"[PASS]"
81,"OXF122","2011-02-08","2021-08-24",10.54,52.36,2.554075,0.497078,"[PASS]",52.36,23.453351,0.828146,"[PASS]",52.36,219.212842,8.607611,"[PASS]",52.36,2.843952,0.222078,"[PASS]",26.18,8.960594,0.821561,"[PASS]",NA,NA,NA,"FAIL BOXCOX",52.36,15.516884,0.896125,"[PASS]",52.36,2.987353,0.400021,"[PASS]",52.36,266.650323,11.895688,"[PASS]",52.36,13.387249,0.424172,"[PASS]"
82,"OXF122","2000-01-04","2011-02-01",11.08,26.09,2.440531,0.682704,"[PASS]",50,14.434271,1.227204,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54.55,3.016663,0.438704,"[PASS]",26.09,8.025689,0.932393,"[PASS]",50,96.128344,4.008469,"[PASS]",54.55,33.641501,2.300259,"[PASS]",50,4.505053,0.319545,"[PASS]",50,64.957484,4.819715,"[PASS]",50,6.110783,0.457528,"[PASS]"
83,"PAL190","2016-05-17","2021-10-26",5.44,72,2.140841,0.686141,"[PASS]",57.6,4.246775,0.543792,"[PASS]",57.6,2.106717,0.406909,"[PASS]",57.6,1.151948,0.202071,"[PASS]",26.18,0.86376,0.588231,"[PASS]",48,4.806358,1.229905,"[PASS]",48,2.920471,0.488305,"[PASS]",48,4.118407,0.780067,"[PASS]",57.6,22.215475,3.604569,"[PASS]",26.18,1.160531,0.312029,"[PASS]"
84,"PAL190","2007-04-24","2015-11-24",8.59,150,3.721057,0.808575,"[PASS]",50,8.276543,0.722596,"[PASS]",50,6.637471,1.058485,"[PASS]",50,2.920304,0.496417,"[PASS]",13.24,0.865378,0.53918,"[PASS]",50,10.194389,1.346616,"[PASS]",50,5.189608,0.677528,"[PASS]",50,10.875911,1.078172,"[PASS]",50,28.921981,3.137288,"[PASS]",26.47,1.675928,0.5126,"[PASS]"
85,"PAR107","2008-02-05","2015-10-27",7.72,50.62,20.20273,1.474666,"[PASS]",50.62,4.002635,0.647619,"[PASS]",25.31,1.180461,0.2695,"[PASS]",50.62,3.713267,0.390264,"[PASS]",50.62,6.001002,0.636509,"[PASS]",50.62,105.122386,3.335204,"[PASS]",50.62,57.585746,2.255871,"[PASS]",50.62,6.570709,0.5323,"[PASS]",50.62,48.875194,3.090316,"[PASS]",50.62,16.961233,0.75645,"[PASS]"
86,"PAR107","2001-11-27","2008-01-29",6.17,54,7.06958,0.855926,"[PASS]",54,3.246989,0.564443,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,0.394637,0.04853,"[PASS]",54,25.933123,1.256288,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,59.638027,2.682937,"[PASS]",54,21.930101,1.05651,"[PASS]",54,36.282095,2.386731,"[PASS]",54,11.95013,0.688298,"[PASS]"
87,"PED108","2004-07-13","2014-03-11",9.66,51.2,6.792252,1.554202,"[PASS]",51.2,6.651784,0.596145,"[PASS]",51.2,27.474824,2.527572,"[PASS]",51.2,8.650171,1.305889,"[PASS]",51.2,8.161313,0.62814,"[PASS]",NA,NA,NA,"FAIL BOXCOX",51.2,46.801101,1.486621,"[PASS]",51.2,11.318624,0.44193,"[PASS]",26.95,9.095816,4.071513,"[PASS]",51.2,13.24079,0.533724,"[PASS]"
88,"PET427","2002-09-24","2015-03-24",12.5,51.92,21.057466,0.879452,"[PASS]",51.92,9.910755,0.626992,"[PASS]",51.92,57.536222,1.727234,"[PASS]",51.92,22.230393,0.672019,"[PASS]",51.92,7.032093,0.211116,"[PASS]",51.92,10.594562,0.88372,"[PASS]",25.96,5.344032,0.741115,"[PASS]",51.92,24.885401,0.587883,"[PASS]",51.92,51.326153,1.861928,"[PASS]",51.92,4.904558,0.427986,"[PASS]"
89,"PIN414","2000-01-04","2006-01-03",6,53.33,2.288943,0.115813,"[PASS]",53.33,14.140324,1.537509,"[PASS]",53.33,2.961639,0.223735,"[PASS]",53.33,1.300051,0.078431,"[PASS]",53.33,3.088902,0.600789,"[PASS]",53.33,2.738973,0.870867,"[PASS]",53.33,17.253847,0.756704,"[PASS]",53.33,19.989825,0.940964,"[PASS]",53.33,9.452628,0.808252,"[PASS]",53.33,12.843898,1.806677,"[PASS]"
90,"PND165","2012-07-24","2024-07-09",11.96,52.08,97.53538,2.328325,"[PASS]",52.08,70.703654,1.861783,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",52.08,26.450801,0.714617,"[PASS]",52.08,17.585389,1.100717,"[PASS]",52.08,4.348175,1.108467,"[PASS]",52.08,16.755875,0.511638,"[PASS]",52.08,24.298211,4.943759,"[PASS]",52.08,28.614987,0.784742,"[PASS]"
91,"PNF126","2000-01-04","2018-01-09",18.02,25.95,7.423406,0.645749,"[PASS]",53.33,7.020358,0.444949,"[PASS]",53.33,4.649129,0.161047,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,33.71758,1.022274,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,49.217393,1.769255,"[PASS]",53.33,40.003565,1.21497,"[PASS]",53.33,10.73155,3.01019,"[PASS]",53.33,9.324547,0.532491,"[PASS]"
92,"PRK134","2012-12-04","2024-07-09",11.59,52.08,26.665851,3.125636,"[PASS]",52.08,36.372874,1.27279,"[PASS]",52.08,37.057962,3.849337,"[PASS]",52.08,8.240813,0.762813,"[PASS]",52.08,64.239379,2.200721,"[PASS]",52.08,246.838599,4.832051,"[PASS]",52.08,36.943477,1.771602,"[PASS]",52.08,1.909212,0.687519,"[PASS]",NA,NA,NA,"FAIL BOXCOX",52.08,71.316702,1.88884,"[PASS]"
93,"PRK134","2000-01-04","2007-03-27",7.23,54.86,10.046436,3.012854,"[PASS]",54.86,7.769238,1.259408,"[PASS]",54.86,0.587319,0.180888,"[PASS]",54.86,4.047984,1.063019,"[PASS]",54.86,6.471964,1.386479,"[PASS]",54.86,84.127467,4.862685,"[PASS]",54.86,19.096886,1.504549,"[PASS]",4.17,0.831728,0.822896,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54.86,18.570535,1.636616,"[PASS]"
94,"PSU106","2000-01-04","2022-05-10",22.35,26.09,4.852859,0.542577,"[PASS]",52.17,21.522699,0.623051,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",26.09,20.959169,0.82134,"[PASS]",52.17,409.251921,3.961419,"[PASS]",52.17,123.530814,2.176219,"[PASS]",52.17,17.761211,0.628646,"[PASS]",NA,NA,NA,NA,52.17,45.903167,0.7437,"[PASS]"
95,"QAK172","2012-07-10","2021-06-29",8.97,53.33,3.864529,0.537884,"[PASS]",53.33,2.667345,0.474808,"[PASS]",53.33,57.536439,3.914205,"[PASS]",53.33,1.634423,0.14408,"[PASS]",25.26,2.516158,0.638414,"[PASS]",53.33,92.463694,2.939158,"[PASS]",53.33,8.69666,0.700642,"[PASS]",53.33,2.4593,0.393893,"[PASS]",53.33,85.198661,5.13352,"[PASS]",53.33,11.474489,0.523394,"[PASS]"
96,"QAK172","2000-01-04","2012-06-26",12.48,51.92,7.037841,0.658327,"[PASS]",51.92,1.439791,0.694225,"[PASS]",NA,NA,NA,"FAIL BOXCOX",51.92,2.971859,0.207555,"[PASS]",51.92,12.374844,0.697534,"[PASS]",51.92,111.227215,2.962369,"[PASS]",51.92,59.406199,3.341056,"[PASS]",51.92,37.582884,1.044935,"[PASS]",51.92,80.101865,2.898681,"[PASS]",51.92,17.113307,0.790252,"[PASS]"
97,"RED004","2014-09-23","2022-02-01",7.36,50,11.622969,1.473204,"[PASS]",50,18.098612,2.020254,"[PASS]",50,32.739774,4.101603,"[PASS]",50,2.24299,0.286501,"[PASS]",50,45.802471,3.050298,"[PASS]",50,104.800907,5.340482,"[PASS]",50,38.709114,2.581329,"[PASS]",50,3.25676,0.621061,"[PASS]",NA,NA,NA,"FAIL BOXCOX",50,34.430646,2.346998,"[PASS]"
98,"ROM206","2006-12-26","2024-05-07",17.36,53.33,47.847349,1.149868,"[PASS]",53.33,33.636359,0.850791,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",53.33,8.262127,0.282243,"[PASS]",53.33,28.778644,1.605469,"[PASS]",53.33,7.682633,1.196761,"[PASS]",53.33,19.17449,0.486533,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,16.586693,0.551751,"[PASS]"
99,"ROM406","2000-01-04","2015-04-07",15.26,53.33,44.959508,1.232597,"[PASS]",53.33,38.212911,0.934008,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",53.33,7.146896,0.303448,"[PASS]",53.33,41.323173,2.354411,"[PASS]",53.33,4.276642,0.812119,"[PASS]",53.33,17.995994,0.517251,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.33,23.779876,0.826235,"[PASS]"
100,"SAL133","2018-06-12","2024-07-09",6.08,53.33,3.903672,0.734741,"[PASS]",53.33,30.139118,1.262009,"[PASS]",53.33,144.834744,9.348473,"[PASS]",53.33,5.079516,0.61132,"[PASS]",53.33,28.034593,1.796549,"[PASS]",53.33,104.260785,3.550757,"[PASS]",53.33,1.759959,0.564742,"[PASS]",26.67,1.549894,0.347342,"[PASS]",53.33,265.281001,22.043668,"[PASS]",53.33,8.87968,0.467534,"[PASS]"
101,"SAL133","2009-05-12","2015-07-07",6.15,54,4.748836,1.347256,"[PASS]",54,37.760416,1.707374,"[PASS]",54,64.501536,8.603199,"[PASS]",54,5.233433,1.048319,"[PASS]",54,9.554495,0.876628,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,11.023096,0.679391,"[PASS]",54,1.369558,0.48992,"[PASS]",54,92.556043,6.141076,"[PASS]",54,8.879208,0.469813,"[PASS]"
102,"SAN189","2007-03-06","2014-01-28",6.9,53.57,10.823578,1.179354,"[PASS]",NA,NA,NA,"FAIL BOXCOX",53.57,23.431445,1.474252,"[PASS]",53.57,1.075803,0.109024,"[PASS]",53.57,18.482295,1.69145,"[PASS]",53.57,52.318747,2.792004,"[PASS]",53.57,4.197025,1.086215,"[PASS]",53.57,2.296256,0.754272,"[PASS]",53.57,22.539202,3.335322,"[PASS]",53.57,9.008716,0.967431,"[PASS]"
103,"SEK430","2008-08-26","2018-12-18",10.31,54,16.103824,0.576381,"[PASS]",54,48.326494,2.028886,"[PASS]",54,9.30722,0.323438,"[PASS]",54,3.091071,0.099511,"[PASS]",60,4.595365,1.230706,"[PASS]",60,5.594803,2.440683,"[PASS]",54,101.704953,3.099596,"[PASS]",54,43.49398,1.514654,"[PASS]",54,13.518715,0.671505,"[PASS]",54,15.716922,2.591,"[PASS]"
104,"SHN418","2014-12-02","2023-05-16",8.45,50,1.708005,0.47877,"[PASS]",50,1.774538,0.36821,"[PASS]",50,72.963997,6.941918,"[PASS]",50,0.83749,0.126731,"[PASS]",26.47,2.013693,0.370717,"[PASS]",50,28.690388,1.802179,"[PASS]",50,14.874866,1.58783,"[PASS]",50,4.885146,0.608351,"[PASS]",26.47,9.845268,4.839728,"[PASS]",50,3.564174,0.495138,"[PASS]"
105,"SHN418","2005-06-07","2012-06-26",7.05,53.57,3.171456,0.410411,"[PASS]",187.5,2.80917,0.614325,"[PASS]",53.57,65.494502,5.236527,"[PASS]",53.57,3.182721,0.327889,"[PASS]",53.57,14.632224,0.979696,"[PASS]",53.57,40.128534,2.68485,"[PASS]",53.57,20.243177,1.926516,"[PASS]",53.57,20.6048,1.042819,"[PASS]",7.65,12.119932,6.853106,"[PASS]",53.57,4.412974,0.674043,"[PASS]"
106,"SND152","2014-02-04","2024-07-09",10.43,26.18,2.218699,0.445686,"[PASS]",52.36,3.771483,0.330098,"[PASS]",52.36,14.649024,0.67078,"[PASS]",52.36,3.813862,0.500222,"[PASS]",52.36,3.66025,0.681857,"[PASS]",52.36,90.477225,2.186849,"[PASS]",52.36,25.158354,1.402264,"[PASS]",52.36,4.288907,0.442151,"[PASS]",52.36,9.964776,3.166901,"[PASS]",52.36,7.071045,0.324224,"[PASS]"
107,"SND152","2004-07-06","2011-04-26",6.8,51.43,1.7771,0.666248,"[PASS]",51.43,16.770846,0.997977,"[PASS]",51.43,10.9343,0.949376,"[PASS]",51.43,4.887129,0.810189,"[PASS]",25.71,1.752894,0.487914,"[PASS]",51.43,110.715276,3.309224,"[PASS]",51.43,13.090454,1.438448,"[PASS]",51.43,5.814451,0.286915,"[PASS]",17.14,8.025971,4.584901,"[PASS]",51.43,7.928668,0.464116,"[PASS]"
108,"SPD111","2006-01-03","2016-09-20",10.71,26.18,11.75671,1.797576,"[PASS]",52.36,7.572781,0.465947,"[PASS]",52.36,159.515295,7.563669,"[PASS]",52.36,6.861592,0.634857,"[PASS]",26.18,4.860176,0.579844,"[PASS]",52.36,194.907863,3.774468,"[PASS]",52.36,44.240551,1.396145,"[PASS]",52.36,11.410073,0.587203,"[PASS]",52.36,58.703977,4.950052,"[PASS]",52.36,17.852167,0.525353,"[PASS]"
109,"STK138","2018-05-29","2024-07-09",6.11,53.33,7.697258,1.435935,"[PASS]",53.33,44.105996,1.874584,"[PASS]",53.33,32.872358,2.189139,"[PASS]",53.33,3.006818,0.372198,"[PASS]",53.33,33.865068,1.969438,"[PASS]",53.33,68.692235,2.601158,"[PASS]",53.33,1.782449,0.642476,"[PASS]",26.67,0.966334,0.4956,"[PASS]",53.33,145.211908,10.582247,"[PASS]",53.33,13.32846,0.780218,"[PASS]"
110,"STK138","2009-03-31","2015-10-06",6.52,51.43,5.882073,1.243013,"[PASS]",51.43,59.186044,2.265507,"[PASS]",51.43,22.553305,2.130312,"[PASS]",51.43,2.041114,0.302483,"[PASS]",51.43,26.111078,1.378583,"[PASS]",51.43,100.508171,3.298613,"[PASS]",51.43,7.514809,0.776769,"[PASS]",25.71,1.115734,0.630245,"[PASS]",51.43,172.555931,8.569012,"[PASS]",51.43,19.30005,0.917594,"[PASS]"
111,"SUM156","2010-07-06","2016-04-12",5.77,26.67,4.664703,1.495572,"[PASS]",53.33,1.73518,0.807959,"[PASS]",40,85.055387,33.919745,"[PASS]",53.33,0.789791,0.27448,"[PASS]",160,2.108138,1.017628,"[PASS]",53.33,3.171749,0.756998,"[PASS]",53.33,6.211477,0.677177,"[PASS]",53.33,2.850968,0.522562,"[PASS]",53.33,3.814736,1.176755,"[PASS]",53.33,2.786427,0.33269,"[PASS]"
112,"UMA009","2020-11-03","2026-01-27",5.23,57.6,9.600837,0.915337,"[PASS]",48,14.325524,1.696339,"[PASS]",57.6,58.433105,4.410871,"[PASS]",NA,NA,NA,"FAIL BOXCOX",48,6.134435,1.666331,"[PASS]",26.18,8.245162,4.789416,"[PASS]",48,48.209987,6.364252,"[PASS]",57.6,2.969338,0.401181,"[PASS]",26.18,3.584722,0.633697,"[PASS]",48,3.426203,1.133014,"[PASS]"
113,"UVL124","2007-03-27","2018-09-11",11.46,26.09,4.792194,1.016832,"[PASS]",54.55,17.555643,1.418017,"[PASS]",50,17.629607,2.982591,"[PASS]",54.55,2.33737,0.480944,"[PASS]",50,8.220006,1.013897,"[PASS]",50,79.055393,3.73378,"[PASS]",54.55,10.894945,0.8422,"[PASS]",26.09,1.259721,0.57829,"[PASS]",50,267.826596,15.094215,"[PASS]",54.55,11.03715,1.153405,"[PASS]"
114,"UVL124","2000-01-04","2007-02-06",7.09,53.57,5.037602,1.004333,"[PASS]",53.57,16.635105,1.592416,"[PASS]",53.57,7.548755,0.912957,"[PASS]",53.57,4.305137,0.671998,"[PASS]",23.44,1.328799,1.059866,"[PASS]",53.57,95.682718,3.652176,"[PASS]",53.57,13.317329,1.057986,"[PASS]",53.57,3.620235,0.700277,"[PASS]",53.57,117.40653,5.447506,"[PASS]",53.57,10.364141,1.157586,"[PASS]"
