"Seg_ID","SITE_ID","Start_Date","End_Date","Num_Years","acf_SO2_Lag","acf_SO2_Value","acf_SO2_Threshold","acf_SO2_Status","acf_SO4_Lag","acf_SO4_Value","acf_SO4_Threshold","acf_SO4_Status","acf_HNO3_Lag","acf_HNO3_Value","acf_HNO3_Threshold","acf_HNO3_Status","acf_NO3_Lag","acf_NO3_Value","acf_NO3_Threshold","acf_NO3_Status","acf_TNO3_Lag","acf_TNO3_Value","acf_TNO3_Threshold","acf_TNO3_Status","acf_NH4_Lag","acf_NH4_Value","acf_NH4_Threshold","acf_NH4_Status","acf_CA_Lag","acf_CA_Value","acf_CA_Threshold","acf_CA_Status","acf_K_Lag","acf_K_Value","acf_K_Threshold","acf_K_Status","acf_MG_Lag","acf_MG_Value","acf_MG_Threshold","acf_MG_Status","acf_Sodium_Lag","acf_Sodium_Value","acf_Sodium_Threshold","acf_Sodium_Status"
67,"DIN431","2017-07-11","2022-07-11",5,109,0.1513,0.1218,"PASS",67,0.1203,0.1218,"FAIL",46,0.1297,0.1218,"PASS",15,0.1799,0.1218,"PASS",125,0.1474,0.1218,"PASS",25,0.1197,0.1218,"FAIL",22,0.1721,0.1218,"PASS",46,0.1115,0.1218,"FAIL",22,0.2107,0.1218,"PASS",22,0.1598,0.1218,"PASS"
68,"EGB181","2011-03-01","2016-03-01",5,9,0.1409,0.122,"PASS",115,0.1787,0.122,"PASS",59,0.1464,0.122,"PASS",51,0.151,0.122,"PASS",16,0.1392,0.122,"PASS",91,0.1437,0.122,"PASS",78,0.2089,0.122,"PASS",27,0.1716,0.122,"PASS",9,0.1983,0.122,"PASS",105,0.1527,0.122,"PASS"
69,"EGB181","2001-07-24","2006-07-24",5,11,0.1656,0.1223,"PASS",11,0.2131,0.1223,"PASS",39,0.1626,0.1223,"PASS",11,0.1838,0.1223,"PASS",11,0.2171,0.1223,"PASS",11,0.2151,0.1227,"PASS",89,0.1344,0.1227,"PASS",11,0.2357,0.1227,"PASS",123,0.1518,0.1227,"PASS",27,0.1673,0.1227,"PASS"
70,"ESP127","2018-06-26","2023-06-26",5,23,0.1574,0.1223,"PASS",89,0.1379,0.1223,"PASS",65,0.1533,0.1223,"PASS",63,0.1691,0.1223,"PASS",55,0.1324,0.1223,"PASS",51,0.1101,0.1223,"FAIL",45,0.221,0.1223,"PASS",66,0.1585,0.1223,"PASS",10,0.1995,0.1223,"PASS",126,0.1442,0.1223,"PASS"
71,"ESP127","2010-01-04","2015-01-04",5,49,0.1523,0.1225,"PASS",49,0.1562,0.1225,"PASS",61,0.1974,0.1225,"PASS",39,0.183,0.1225,"PASS",99,0.1415,0.1225,"PASS",59,0.1498,0.1225,"PASS",36,0.1428,0.1225,"PASS",12,0.1568,0.1225,"PASS",39,0.1582,0.1225,"PASS",33,0.1982,0.1225,"PASS"
72,"ESP127","2005-01-04","2010-01-04",5,5,0.1076,0.124,"FAIL",6,0.1672,0.124,"PASS",56,0.1628,0.124,"PASS",NA,NA,NA,"FAIL BOXCOX",104,0.1147,0.124,"FAIL",61,0.1427,0.124,"PASS",135,0.1272,0.124,"PASS",4,0.1672,0.124,"PASS",68,0.1267,0.124,"PASS",54,0.1767,0.124,"PASS"
73,"ESP127","2000-01-04","2005-01-04",5,55,0.2513,0.1227,"PASS",46,0.1961,0.1227,"PASS",49,0.1654,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",42,0.1853,0.1227,"PASS",55,0.2181,0.1227,"PASS",37,0.1466,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",29,0.1796,0.1227,"PASS",69,0.1368,0.1227,"PASS"
74,"FOR605","2013-11-05","2018-11-05",5,7,0.1474,0.1237,"PASS",46,0.1473,0.1237,"PASS",27,0.1302,0.1237,"PASS",82,0.1553,0.1237,"PASS",40,0.1305,0.1237,"PASS",46,0.1491,0.1237,"PASS",53,0.2065,0.1237,"PASS",NA,NA,NA,"FAIL BOXCOX",53,0.1494,0.1237,"PASS",NA,NA,NA,"FAIL BOXCOX"
75,"GAS153","2015-07-18","2020-07-18",5,31,0.1386,0.1235,"PASS",81,0.1997,0.1235,"PASS",20,0.1816,0.1235,"PASS",54,0.2098,0.1235,"PASS",11,0.1395,0.1235,"PASS",42,0.1577,0.1235,"PASS",32,0.1448,0.1235,"PASS",57,0.1807,0.1235,"PASS",48,0.167,0.1235,"PASS",20,0.1817,0.1235,"PASS"
76,"GAS153","2010-07-18","2015-07-18",5,26,0.164,0.1235,"PASS",9,0.1675,0.1235,"PASS",52,0.1545,0.1235,"PASS",140,0.1688,0.1235,"PASS",26,0.1831,0.1235,"PASS",5,0.1105,0.1235,"FAIL",51,0.1456,0.1235,"PASS",55,0.1984,0.1235,"PASS",39,0.1306,0.1235,"PASS",22,0.1539,0.1235,"PASS"
77,"GAS153","2005-07-18","2010-07-18",5,25,0.1667,0.122,"PASS",67,0.1447,0.122,"PASS",22,0.1641,0.122,"PASS",45,0.1526,0.122,"PASS",127,0.1521,0.122,"PASS",10,0.1483,0.122,"PASS",66,0.1419,0.122,"PASS",17,0.2287,0.122,"PASS",164,0.1262,0.122,"PASS",78,0.1509,0.122,"PASS"
78,"GAS153","2000-07-18","2005-07-18",5,28,0.1961,0.1237,"PASS",37,0.1356,0.1237,"PASS",5,0.1714,0.1237,"PASS",NA,NA,NA,"FAIL BOXCOX",32,0.1379,0.1237,"PASS",46,0.1497,0.1237,"PASS",48,0.1415,0.1237,"PASS",29,0.1536,0.1237,"PASS",54,0.1829,0.1237,"PASS",7,0.1101,0.1242,"FAIL"
79,"GLR468","2004-01-13","2009-01-13",5,8,0.1872,0.1216,"PASS",164,0.1162,0.1216,"FAIL",55,0.1699,0.1216,"PASS",18,0.202,0.1216,"PASS",135,0.1248,0.1216,"PASS",30,0.1283,0.1216,"PASS",135,0.1713,0.1216,"PASS",38,0.1561,0.1216,"PASS",NA,NA,NA,"FAIL BOXCOX",31,0.1678,0.1216,"PASS"
80,"GRB411","2012-05-01","2017-05-01",5,94,0.1353,0.1218,"PASS",48,0.1394,0.1218,"PASS",57,0.2123,0.1218,"PASS",119,0.1366,0.1218,"PASS",57,0.1969,0.1218,"PASS",63,0.2026,0.1218,"PASS",102,0.1893,0.1218,"PASS",39,0.1716,0.1218,"PASS",66,0.1266,0.1218,"PASS",24,0.1646,0.1218,"PASS"
81,"GRC474","2010-01-26","2015-01-26",5,62,0.1488,0.1227,"PASS",99,0.2172,0.1227,"PASS",158,0.1321,0.1227,"PASS",102,0.1729,0.1227,"PASS",99,0.1871,0.1227,"PASS",127,0.1196,0.1227,"FAIL",50,0.1917,0.1227,"PASS",59,0.139,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",65,0.1484,0.1227,"PASS"
82,"GRC474","2003-07-29","2008-07-29",5,59,0.1723,0.1225,"PASS",28,0.1474,0.1225,"PASS",68,0.1368,0.1225,"PASS",51,0.1483,0.1225,"PASS",5,0.163,0.1225,"PASS",52,0.165,0.1225,"PASS",26,0.1717,0.1225,"PASS",64,0.1669,0.1225,"PASS",56,0.1398,0.1225,"PASS",90,0.1205,0.1225,"FAIL"
83,"GTH161","2013-05-28","2018-05-28",5,4,0.1389,0.1223,"PASS",4,0.1418,0.1223,"PASS",17,0.1402,0.1223,"PASS",105,0.1646,0.1223,"PASS",130,0.1732,0.1223,"PASS",4,0.1569,0.1223,"PASS",46,0.1693,0.1223,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",64,0.1423,0.1223,"PASS"
84,"GTH161","2004-06-22","2009-06-22",5,85,0.1489,0.1232,"PASS",28,0.1313,0.1232,"PASS",19,0.2274,0.1232,"PASS",28,0.1714,0.1232,"PASS",28,0.1711,0.1232,"PASS",51,0.1701,0.1232,"PASS",5,0.1447,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
85,"HOX148","2019-04-14","2024-04-14",5,37,0.1544,0.123,"PASS",9,0.2146,0.123,"PASS",12,0.1593,0.123,"PASS",52,0.1258,0.123,"PASS",9,0.1692,0.123,"PASS",9,0.1631,0.123,"PASS",50,0.1925,0.123,"PASS",15,0.191,0.1235,"PASS",65,0.2011,0.123,"PASS",91,0.1341,0.123,"PASS"
86,"HOX148","2014-04-14","2019-04-14",5,9,0.152,0.1225,"PASS",149,0.1427,0.1225,"PASS",120,0.1292,0.1225,"PASS",56,0.1395,0.1225,"PASS",75,0.1467,0.1225,"PASS",17,0.1584,0.1225,"PASS",30,0.2263,0.1225,"PASS",52,0.1611,0.1225,"PASS",30,0.1957,0.1225,"PASS",51,0.1894,0.1225,"PASS"
87,"HOX148","2009-04-14","2014-04-14",5,5,0.2511,0.1227,"PASS",11,0.2085,0.1223,"PASS",5,0.1566,0.1223,"PASS",35,0.1606,0.1223,"PASS",16,0.1653,0.1223,"PASS",11,0.173,0.1223,"PASS",35,0.1311,0.1223,"PASS",13,0.1507,0.1232,"PASS",29,0.1317,0.1223,"PASS",NA,NA,NA,"FAIL BOXCOX"
88,"HOX148","2000-10-31","2005-10-31",5,11,0.1659,0.123,"PASS",111,0.1654,0.123,"PASS",68,0.1868,0.123,"PASS",5,0.1687,0.123,"PASS",49,0.1482,0.123,"PASS",111,0.1584,0.123,"PASS",57,0.1402,0.123,"PASS",NA,NA,NA,"FAIL BOXCOX",57,0.177,0.123,"PASS",124,0.1647,0.123,"PASS"
89,"HWF187","2014-11-04","2019-11-04",5,71,0.1569,0.1227,"PASS",44,0.163,0.1223,"PASS",44,0.1711,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",44,0.2074,0.1227,"PASS",44,0.1778,0.1223,"PASS",125,0.1435,0.1223,"PASS",32,0.1371,0.1223,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
90,"HWF187","2007-05-28","2012-05-28",5,57,0.1201,0.123,"FAIL",95,0.1577,0.123,"PASS",95,0.1395,0.123,"PASS",NA,NA,NA,"FAIL BOXCOX",4,0.1523,0.123,"PASS",21,0.1202,0.123,"FAIL",89,0.1488,0.123,"PASS",57,0.141,0.123,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
91,"HWF187","2002-05-28","2007-05-28",5,17,0.1121,0.1232,"FAIL",23,0.1397,0.1232,"PASS",5,0.1346,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",18,0.149,0.1232,"PASS",23,0.1763,0.1232,"PASS",18,0.1592,0.1232,"PASS",23,0.1661,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",56,0.1572,0.1232,"PASS"
92,"IRL141","2008-03-11","2013-03-11",5,182,0.1055,0.1227,"FAIL",7,0.125,0.1227,"PASS",69,0.1237,0.1227,"PASS",23,0.1311,0.1227,"PASS",29,0.1157,0.1227,"FAIL",100,0.1625,0.1227,"PASS",102,0.1433,0.1227,"PASS",31,0.2245,0.1232,"PASS",29,0.1791,0.1227,"PASS",55,0.1963,0.1227,"PASS"
93,"JOT403","2013-09-10","2018-09-10",5,11,0.1863,0.1227,"PASS",11,0.1552,0.1227,"PASS",152,0.1433,0.1227,"PASS",11,0.2362,0.1227,"PASS",11,0.2082,0.1227,"PASS",11,0.2264,0.1227,"PASS",62,0.144,0.1227,"PASS",108,0.1319,0.1227,"PASS",98,0.1523,0.1227,"PASS",98,0.1966,0.1227,"PASS"
94,"JOT403","2005-08-22","2010-08-22",5,19,0.1875,0.1235,"PASS",104,0.1393,0.1235,"PASS",54,0.202,0.1235,"PASS",23,0.1652,0.1235,"PASS",28,0.1706,0.1235,"PASS",159,0.1746,0.1235,"PASS",81,0.1874,0.1235,"PASS",28,0.1528,0.1235,"PASS",19,0.14,0.1235,"PASS",65,0.1474,0.1235,"PASS"
95,"JOT403","2000-08-22","2005-08-22",5,31,0.1483,0.1223,"PASS",98,0.1265,0.1223,"PASS",8,0.2129,0.1223,"PASS",11,0.2241,0.1223,"PASS",49,0.1556,0.1223,"PASS",11,0.2223,0.1223,"PASS",49,0.1825,0.1223,"PASS",49,0.1461,0.1223,"PASS",49,0.1988,0.1223,"PASS",118,0.1548,0.1223,"PASS"
96,"KEF112","2018-10-15","2023-10-15",5,73,0.1543,0.1225,"PASS",30,0.1581,0.1225,"PASS",129,0.1367,0.1225,"PASS",56,0.1701,0.1225,"PASS",9,0.1518,0.1225,"PASS",30,0.1443,0.1225,"PASS",40,0.155,0.1225,"PASS",52,0.1779,0.1227,"PASS",31,0.1634,0.1225,"PASS",48,0.1327,0.1225,"PASS"
97,"KEF112","2013-10-15","2018-10-15",5,48,0.1545,0.1223,"PASS",12,0.2237,0.1223,"PASS",5,0.1747,0.1223,"PASS",15,0.1663,0.1223,"PASS",12,0.161,0.1223,"PASS",12,0.2159,0.1223,"PASS",104,0.1728,0.1223,"PASS",44,0.1912,0.1232,"PASS",18,0.16,0.1223,"PASS",11,0.1426,0.1223,"PASS"
98,"KEF112","2007-12-25","2012-12-25",5,5,0.1402,0.1225,"PASS",25,0.2764,0.1225,"PASS",33,0.1545,0.1225,"PASS",NA,NA,NA,"FAIL BOXCOX",25,0.1799,0.1225,"PASS",25,0.3046,0.1225,"PASS",60,0.1706,0.1225,"PASS",29,0.1961,0.1235,"PASS",54,0.1411,0.1225,"PASS",6,0.1415,0.1225,"PASS"
99,"KNZ184","2012-02-28","2017-02-28",5,112,0.1286,0.122,"PASS",37,0.1674,0.122,"PASS",59,0.1308,0.122,"PASS",29,0.1774,0.122,"PASS",33,0.1613,0.122,"PASS",52,0.1881,0.122,"PASS",81,0.1559,0.122,"PASS",153,0.1207,0.122,"FAIL",21,0.1993,0.122,"PASS",51,0.1465,0.122,"PASS"
100,"KNZ184","2002-03-26","2007-03-26",5,49,0.1537,0.1216,"PASS",11,0.1739,0.1216,"PASS",6,0.1542,0.1216,"PASS",35,0.1762,0.1216,"PASS",7,0.1679,0.1216,"PASS",136,0.1246,0.1216,"PASS",35,0.1499,0.1216,"PASS",82,0.1303,0.1216,"PASS",76,0.1141,0.1216,"FAIL",91,0.1599,0.1216,"PASS"
101,"LAV410","2005-09-27","2010-09-27",5,54,0.2129,0.1227,"PASS",54,0.2254,0.1227,"PASS",46,0.1809,0.1227,"PASS",33,0.1608,0.1227,"PASS",33,0.2055,0.1227,"PASS",54,0.2224,0.1227,"PASS",10,0.1385,0.1227,"PASS",66,0.1612,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",6,0.1845,0.1227,"PASS"
102,"LRL117","2016-11-01","2021-11-01",5,56,0.1412,0.1237,"PASS",9,0.1765,0.1237,"PASS",49,0.1383,0.1237,"PASS",NA,NA,NA,"FAIL BOXCOX",101,0.1465,0.1237,"PASS",30,0.2166,0.1237,"PASS",28,0.1657,0.1237,"PASS",9,0.1218,0.1237,"FAIL",33,0.1232,0.1237,"FAIL",33,0.164,0.1237,"PASS"
103,"LRL117","2007-10-09","2012-10-09",5,35,0.1365,0.122,"PASS",25,0.1646,0.122,"PASS",52,0.1659,0.122,"PASS",NA,NA,NA,"FAIL BOXCOX",52,0.2194,0.122,"PASS",85,0.1505,0.122,"PASS",65,0.2134,0.122,"PASS",29,0.2176,0.122,"PASS",65,0.17,0.122,"PASS",42,0.1332,0.122,"PASS"
104,"LRL117","2000-01-04","2005-01-04",5,42,0.1471,0.1213,"PASS",80,0.1487,0.1213,"PASS",122,0.1364,0.1213,"PASS",NA,NA,NA,"FAIL BOXCOX",55,0.1245,0.1213,"PASS",90,0.1341,0.1213,"PASS",27,0.1906,0.1213,"PASS",NA,NA,NA,"FAIL BOXCOX",37,0.1747,0.1213,"PASS",18,0.143,0.1213,"PASS"
105,"MAC426","2008-06-10","2013-06-10",5,47,0.1542,0.122,"PASS",42,0.1329,0.122,"PASS",29,0.1392,0.122,"PASS",58,0.1656,0.122,"PASS",52,0.1358,0.122,"PASS",119,0.1775,0.122,"PASS",76,0.1482,0.1225,"PASS",9,0.1832,0.1225,"PASS",39,0.1041,0.122,"FAIL",33,0.1539,0.122,"PASS"
106,"MAC426","2003-06-10","2008-06-10",5,53,0.1387,0.122,"PASS",14,0.1851,0.122,"PASS",38,0.1897,0.122,"PASS",8,0.1423,0.122,"PASS",62,0.1466,0.122,"PASS",103,0.1376,0.122,"PASS",11,0.1177,0.122,"FAIL",NA,NA,NA,"FAIL BOXCOX",20,0.1504,0.122,"PASS",73,0.1605,0.122,"PASS"
107,"MCK131","2019-06-18","2024-06-18",5,41,0.1471,0.1223,"PASS",50,0.168,0.1223,"PASS",9,0.2102,0.1223,"PASS",4,0.3206,0.1223,"PASS",83,0.1694,0.1223,"PASS",50,0.1793,0.1223,"PASS",23,0.1606,0.1223,"PASS",96,0.1628,0.1223,"PASS",10,0.2209,0.1223,"PASS",43,0.1397,0.1223,"PASS"
108,"MCK131","2010-08-10","2015-08-10",5,99,0.1385,0.1227,"PASS",54,0.1332,0.1227,"PASS",99,0.1584,0.1227,"PASS",73,0.1749,0.1227,"PASS",66,0.1656,0.1227,"PASS",36,0.1251,0.1227,"PASS",117,0.1402,0.1227,"PASS",18,0.1313,0.1232,"PASS",10,0.1398,0.1227,"PASS",33,0.2398,0.1227,"PASS"
109,"MCK231","2014-02-03","2019-02-03",5,70,0.1463,0.1225,"PASS",47,0.1628,0.1225,"PASS",18,0.1414,0.1225,"PASS",18,0.1436,0.1225,"PASS",18,0.1495,0.1225,"PASS",51,0.1662,0.1225,"PASS",70,0.1631,0.1225,"PASS",105,0.175,0.1235,"PASS",7,0.1368,0.1225,"PASS",44,0.1569,0.1225,"PASS"
110,"MCK231","2009-02-03","2014-02-03",5,49,0.1614,0.1232,"PASS",6,0.1385,0.1232,"PASS",25,0.1623,0.1232,"PASS",7,0.1968,0.1232,"PASS",85,0.1706,0.1232,"PASS",85,0.1475,0.1232,"PASS",7,0.1515,0.1232,"PASS",159,0.1244,0.1237,"PASS",10,0.1385,0.1232,"PASS",33,0.1716,0.1232,"PASS"
111,"MCK231","2000-10-03","2005-10-03",5,27,0.1591,0.1232,"PASS",4,0.1892,0.1232,"PASS",119,0.1618,0.1232,"PASS",36,0.1513,0.1232,"PASS",42,0.1424,0.1232,"PASS",4,0.1847,0.1232,"PASS",37,0.168,0.1232,"PASS",6,0.1305,0.1232,"PASS",103,0.163,0.1232,"PASS",77,0.2126,0.1232,"PASS"
112,"MEV405","2010-11-16","2015-11-16",5,18,0.1446,0.1227,"PASS",28,0.159,0.1223,"PASS",39,0.1548,0.1223,"PASS",10,0.1858,0.1223,"PASS",55,0.1232,0.1223,"PASS",94,0.1489,0.1223,"PASS",80,0.1278,0.1223,"PASS",51,0.1564,0.1223,"PASS",62,0.119,0.1223,"FAIL",32,0.1732,0.1223,"PASS"
113,"MEV405","2004-05-18","2009-05-18",5,11,0.2326,0.1223,"PASS",21,0.1873,0.1223,"PASS",153,0.1359,0.1223,"PASS",34,0.1825,0.1223,"PASS",105,0.142,0.1223,"PASS",80,0.1518,0.1223,"PASS",31,0.1595,0.1223,"PASS",5,0.1379,0.1223,"PASS",5,0.171,0.1223,"PASS",102,0.1514,0.1223,"PASS"
114,"MKG113","2015-01-04","2020-01-04",5,22,0.1283,0.1216,"PASS",81,0.1691,0.1216,"PASS",35,0.1661,0.1216,"PASS",101,0.1264,0.1216,"PASS",12,0.1448,0.1216,"PASS",81,0.1709,0.1216,"PASS",33,0.1865,0.1216,"PASS",6,0.198,0.1216,"PASS",56,0.1298,0.1216,"PASS",46,0.1604,0.1216,"PASS"
115,"MKG113","2010-01-04","2015-01-04",5,44,0.1758,0.1235,"PASS",133,0.1333,0.123,"PASS",44,0.1522,0.123,"PASS",8,0.1504,0.123,"PASS",44,0.1384,0.123,"PASS",25,0.1552,0.123,"PASS",54,0.1795,0.1235,"PASS",31,0.121,0.123,"FAIL",31,0.1564,0.123,"PASS",105,0.1937,0.123,"PASS"
116,"MKG113","2005-01-04","2010-01-04",5,109,0.1755,0.1216,"PASS",66,0.1694,0.1216,"PASS",28,0.1455,0.1216,"PASS",67,0.1325,0.1216,"PASS",109,0.1804,0.1216,"PASS",66,0.1501,0.1216,"PASS",17,0.165,0.1216,"PASS",47,0.1335,0.1216,"PASS",94,0.1765,0.1216,"PASS",102,0.1408,0.1216,"PASS"
117,"MKG113","2000-01-04","2005-01-04",5,5,0.1967,0.1227,"PASS",42,0.1505,0.1227,"PASS",99,0.1481,0.1227,"PASS",131,0.1285,0.1227,"PASS",36,0.1942,0.1227,"PASS",167,0.1324,0.1227,"PASS",90,0.1197,0.1227,"FAIL",77,0.1659,0.1227,"PASS",90,0.128,0.1227,"PASS",41,0.1911,0.1227,"PASS"
118,"OLY421","2000-01-04","2005-01-04",5,43,0.1881,0.1237,"PASS",6,0.1645,0.1237,"PASS",22,0.1789,0.1237,"PASS",21,0.1681,0.1237,"PASS",155,0.1604,0.1237,"PASS",58,0.1981,0.1237,"PASS",59,0.1381,0.1237,"PASS",63,0.1338,0.1237,"PASS",70,0.1414,0.1237,"PASS",136,0.158,0.1237,"PASS"
119,"OXF122","2016-02-08","2021-02-08",5,42,0.1427,0.123,"PASS",42,0.184,0.123,"PASS",110,0.1378,0.123,"PASS",NA,NA,NA,"FAIL BOXCOX",148,0.1172,0.123,"FAIL",14,0.1339,0.123,"PASS",28,0.1696,0.123,"PASS",52,0.1455,0.123,"PASS",28,0.1673,0.123,"PASS",43,0.1958,0.123,"PASS"
120,"OXF122","2011-02-08","2016-02-08",5,91,0.1762,0.1242,"PASS",51,0.1354,0.1242,"PASS",109,0.1415,0.1242,"PASS",104,0.1403,0.1242,"PASS",97,0.1173,0.1242,"FAIL",113,0.1371,0.1242,"PASS",60,0.1508,0.1242,"PASS",30,0.1448,0.1242,"PASS",60,0.1906,0.1242,"PASS",33,0.1588,0.1242,"PASS"
121,"OXF122","2005-01-04","2010-01-04",5,91,0.1847,0.1235,"PASS",37,0.1576,0.1235,"PASS",19,0.1627,0.1235,"PASS",92,0.1524,0.1235,"PASS",43,0.1587,0.1235,"PASS",11,0.1842,0.1235,"PASS",59,0.2187,0.1235,"PASS",11,0.1515,0.1235,"PASS",59,0.2632,0.1235,"PASS",19,0.1605,0.1235,"PASS"
122,"OXF122","2000-01-04","2005-01-04",5,75,0.1679,0.1223,"PASS",95,0.1268,0.1223,"PASS",71,0.165,0.1218,"PASS",69,0.1496,0.1223,"PASS",159,0.1656,0.1223,"PASS",78,0.1691,0.1223,"PASS",61,0.1501,0.1223,"PASS",NA,NA,NA,"FAIL BOXCOX",61,0.1734,0.1223,"PASS",87,0.1245,0.1223,"PASS"
123,"PAL190","2016-05-17","2021-05-17",5,37,0.1677,0.1232,"PASS",13,0.1786,0.1232,"PASS",4,0.2703,0.1232,"PASS",56,0.2253,0.1232,"PASS",43,0.1604,0.1232,"PASS",112,0.2102,0.1232,"PASS",39,0.1481,0.1232,"PASS",11,0.1318,0.1232,"PASS",39,0.1306,0.1232,"PASS",11,0.136,0.1232,"PASS"
124,"PAL190","2007-04-24","2012-04-24",5,50,0.1753,0.1242,"PASS",59,0.1625,0.1242,"PASS",21,0.1923,0.1237,"PASS",43,0.1648,0.1242,"PASS",56,0.1495,0.1242,"PASS",8,0.1372,0.1242,"PASS",68,0.1785,0.1242,"PASS",30,0.181,0.1242,"PASS",22,0.215,0.1242,"PASS",22,0.1779,0.1242,"PASS"
125,"PAR107","2008-02-05","2013-02-05",5,73,0.155,0.1225,"PASS",23,0.1288,0.1225,"PASS",10,0.2691,0.1225,"PASS",NA,NA,NA,"FAIL BOXCOX",65,0.1898,0.1225,"PASS",16,0.1588,0.1225,"PASS",65,0.1945,0.1225,"PASS",48,0.1838,0.1225,"PASS",65,0.2171,0.1225,"PASS",17,0.1949,0.1225,"PASS"
126,"PAR107","2001-11-27","2006-11-27",5,17,0.1116,0.1218,"FAIL",35,0.1629,0.1218,"PASS",12,0.1735,0.1218,"PASS",NA,NA,NA,"FAIL BOXCOX",15,0.1654,0.1218,"PASS",90,0.157,0.1218,"PASS",7,0.1555,0.1218,"PASS",NA,NA,NA,"FAIL BOXCOX",7,0.1876,0.1218,"PASS",7,0.1439,0.1218,"PASS"
127,"PED108","2004-07-13","2009-07-13",5,88,0.134,0.1237,"PASS",70,0.1588,0.1237,"PASS",110,0.1034,0.1237,"FAIL",NA,NA,NA,"FAIL BOXCOX",39,0.1188,0.1237,"FAIL",70,0.1927,0.1237,"PASS",72,0.202,0.1237,"PASS",63,0.1631,0.1237,"PASS",60,0.1322,0.1237,"PASS",54,0.1584,0.1237,"PASS"
128,"PET427","2007-09-24","2012-09-24",5,4,0.1412,0.1225,"PASS",175,0.1367,0.1225,"PASS",4,0.2435,0.1225,"PASS",4,0.1632,0.1225,"PASS",4,0.1635,0.1225,"PASS",41,0.1222,0.1225,"FAIL",26,0.1896,0.1225,"PASS",76,0.1995,0.1225,"PASS",76,0.1625,0.1225,"PASS",20,0.1669,0.1225,"PASS"
129,"PET427","2002-09-24","2007-09-24",5,32,0.1806,0.1245,"PASS",54,0.129,0.1245,"PASS",20,0.1312,0.124,"PASS",5,0.174,0.1245,"PASS",20,0.1699,0.1245,"PASS",47,0.1381,0.1245,"PASS",21,0.1248,0.1245,"PASS",77,0.1038,0.1245,"FAIL",18,0.1313,0.1245,"PASS",54,0.1644,0.1245,"PASS"
130,"PIN414","2000-01-04","2005-01-04",5,49,0.1983,0.1223,"PASS",15,0.1863,0.1223,"PASS",54,0.1822,0.1223,"PASS",37,0.1661,0.1223,"PASS",35,0.1815,0.1223,"PASS",45,0.1757,0.1223,"PASS",99,0.14,0.1223,"PASS",106,0.1131,0.1223,"FAIL",32,0.2131,0.1223,"PASS",32,0.23,0.1223,"PASS"
131,"PND165","2017-07-24","2022-07-24",5,73,0.1476,0.124,"PASS",19,0.1945,0.1235,"PASS",46,0.1692,0.1235,"PASS",134,0.1245,0.1235,"PASS",7,0.1733,0.1235,"PASS",9,0.149,0.1235,"PASS",24,0.1172,0.1235,"FAIL",99,0.1316,0.1235,"PASS",NA,NA,NA,"FAIL BOXCOX",11,0.206,0.1235,"PASS"
132,"PND165","2012-07-24","2017-07-24",5,94,0.1777,0.1232,"PASS",4,0.2421,0.1232,"PASS",49,0.189,0.1232,"PASS",25,0.1814,0.1232,"PASS",105,0.1962,0.1232,"PASS",56,0.1975,0.1232,"PASS",114,0.1338,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",18,0.1536,0.1232,"PASS"
133,"PNF126","2010-01-04","2015-01-04",5,47,0.1551,0.1245,"PASS",29,0.1414,0.1245,"PASS",61,0.183,0.1245,"PASS",63,0.1367,0.1245,"PASS",51,0.1515,0.1245,"PASS",5,0.1401,0.1245,"PASS",51,0.1541,0.1245,"PASS",24,0.1897,0.1245,"PASS",53,0.1327,0.1245,"PASS",33,0.2189,0.1245,"PASS"
134,"PNF126","2005-01-04","2010-01-04",5,8,0.133,0.122,"PASS",4,0.1382,0.122,"PASS",114,0.1383,0.122,"PASS",NA,NA,NA,"FAIL BOXCOX",4,0.1302,0.122,"PASS",4,0.1344,0.122,"PASS",44,0.1278,0.122,"PASS",96,0.1522,0.122,"PASS",44,0.1718,0.122,"PASS",98,0.157,0.122,"PASS"
135,"PNF126","2000-01-04","2005-01-04",5,48,0.139,0.1237,"PASS",24,0.2061,0.1237,"PASS",26,0.1917,0.1237,"PASS",NA,NA,NA,"FAIL BOXCOX",15,0.1543,0.1237,"PASS",4,0.1997,0.1237,"PASS",37,0.1328,0.1237,"PASS",17,0.189,0.1237,"PASS",26,0.1319,0.1237,"PASS",31,0.1547,0.1242,"PASS"
