"Seg_ID","SITE_ID","Start_Date","End_Date","Num_Years","acf_SO2_Lag","acf_SO2_Value","acf_SO2_Threshold","acf_SO2_Status","acf_SO4_Lag","acf_SO4_Value","acf_SO4_Threshold","acf_SO4_Status","acf_HNO3_Lag","acf_HNO3_Value","acf_HNO3_Threshold","acf_HNO3_Status","acf_NO3_Lag","acf_NO3_Value","acf_NO3_Threshold","acf_NO3_Status","acf_TNO3_Lag","acf_TNO3_Value","acf_TNO3_Threshold","acf_TNO3_Status","acf_NH4_Lag","acf_NH4_Value","acf_NH4_Threshold","acf_NH4_Status","acf_CA_Lag","acf_CA_Value","acf_CA_Threshold","acf_CA_Status","acf_K_Lag","acf_K_Value","acf_K_Threshold","acf_K_Status","acf_MG_Lag","acf_MG_Value","acf_MG_Threshold","acf_MG_Status","acf_Sodium_Lag","acf_Sodium_Value","acf_Sodium_Threshold","acf_Sodium_Status"
66,"KNZ184","2012-02-28","2021-02-23",8.99,119,0.1251,0.0913,"PASS",37,0.1049,0.0913,"PASS",108,0.1076,0.0913,"PASS",210,0.1073,0.0913,"PASS",9,0.1022,0.0913,"PASS",55,0.1046,0.0913,"PASS",116,0.0921,0.0913,"PASS",52,0.1697,0.0913,"PASS",64,0.1382,0.0913,"PASS",46,0.1222,0.0913,"PASS"
67,"KNZ184","2002-03-26","2011-10-18",9.56,17,0.1347,0.0882,"PASS",92,0.1404,0.0882,"PASS",209,0.1084,0.0882,"PASS",143,0.1224,0.0882,"PASS",63,0.0934,0.0882,"PASS",34,0.139,0.0882,"PASS",17,0.1233,0.0882,"PASS",11,0.1445,0.0882,"PASS",17,0.1416,0.0882,"PASS",11,0.1555,0.0882,"PASS"
68,"LAV410","2005-09-27","2012-12-18",7.23,54,0.1475,0.102,"PASS",54,0.1422,0.102,"PASS",51,0.162,0.102,"PASS",33,0.1642,0.102,"PASS",33,0.1607,0.102,"PASS",23,0.1569,0.102,"PASS",8,0.1238,0.102,"PASS",66,0.0995,0.1023,"FAIL",NA,NA,NA,"FAIL BOXCOX",143,0.1322,0.102,"PASS"
69,"LRL117","2016-11-01","2024-07-09",7.69,56,0.1614,0.0991,"PASS",4,0.1298,0.099,"PASS",59,0.1197,0.099,"PASS",4,0.157,0.099,"PASS",56,0.1618,0.099,"PASS",4,0.1344,0.099,"PASS",135,0.1506,0.099,"PASS",213,0.1107,0.099,"PASS",135,0.1617,0.099,"PASS",33,0.1185,0.099,"PASS"
70,"LRL117","2007-10-09","2013-10-29",6.06,39,0.1958,0.1117,"PASS",104,0.1574,0.1117,"PASS",52,0.1435,0.1117,"PASS",NA,NA,NA,"FAIL BOXCOX",52,0.2012,0.1117,"PASS",85,0.1565,0.1117,"PASS",65,0.2102,0.1117,"PASS",29,0.1955,0.1117,"PASS",65,0.1414,0.1117,"PASS",NA,NA,NA,"FAIL BOXCOX"
71,"LRL117","2000-01-04","2007-09-25",7.72,94,0.1636,0.0985,"PASS",39,0.1243,0.0985,"PASS",52,0.1465,0.0985,"PASS",NA,NA,NA,"FAIL BOXCOX",159,0.152,0.0985,"PASS",113,0.1357,0.0985,"PASS",27,0.1827,0.0985,"PASS",44,0.1341,0.0985,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,0.0985,"FAIL"
72,"MAC426","2003-06-10","2016-06-14",13.01,171,0.1026,0.076,"PASS",149,0.0988,0.076,"PASS",111,0.113,0.076,"PASS",107,0.1193,0.076,"PASS",99,0.1164,0.076,"PASS",149,0.0971,0.076,"PASS",120,0.1052,0.0761,"PASS",NA,NA,NA,"FAIL BOXCOX",221,0.0961,0.076,"PASS",6,0.1121,0.076,"PASS"
73,"MCK131","2019-06-18","2024-07-09",5.06,41,0.1461,0.122,"PASS",50,0.171,0.1218,"PASS",9,0.21,0.1218,"PASS",4,0.3181,0.1218,"PASS",83,0.1717,0.1218,"PASS",50,0.1813,0.1218,"PASS",23,0.1692,0.1218,"PASS",96,0.1633,0.1218,"PASS",10,0.2225,0.1218,"PASS",79,0.1359,0.1218,"PASS"
74,"MCK131","2010-08-10","2019-06-04",8.82,37,0.1192,0.0922,"PASS",209,0.1346,0.0922,"PASS",150,0.0958,0.0922,"PASS",7,0.1395,0.0922,"PASS",61,0.156,0.0922,"PASS",209,0.1579,0.0922,"PASS",73,0.1199,0.0922,"PASS",159,0.1242,0.0926,"PASS",51,0.1554,0.0922,"PASS",39,0.1702,0.0922,"PASS"
75,"MCK231","2009-02-03","2019-10-15",10.69,11,0.0972,0.0839,"PASS",209,0.1363,0.0839,"PASS",48,0.1081,0.0839,"PASS",7,0.1525,0.0839,"PASS",18,0.1104,0.0839,"PASS",209,0.142,0.0839,"PASS",7,0.1325,0.0839,"PASS",NA,NA,NA,"FAIL BOXCOX",178,0.1354,0.0839,"PASS",39,0.1362,0.0839,"PASS"
76,"MCK231","2000-10-03","2009-01-27",8.32,9,0.1409,0.0961,"PASS",46,0.129,0.0961,"PASS",102,0.1297,0.0961,"PASS",118,0.1832,0.0961,"PASS",87,0.1239,0.0961,"PASS",50,0.1414,0.0961,"PASS",64,0.1517,0.0961,"PASS",167,0.1455,0.0961,"PASS",103,0.1376,0.0961,"PASS",77,0.1543,0.0961,"PASS"
77,"MEV405","2010-11-16","2016-04-19",5.42,101,0.148,0.1178,"PASS",28,0.1659,0.1173,"PASS",39,0.13,0.1173,"PASS",100,0.1756,0.1173,"PASS",55,0.1363,0.1173,"PASS",94,0.1426,0.1173,"PASS",25,0.1486,0.1173,"PASS",103,0.1232,0.1173,"PASS",103,0.1199,0.1173,"PASS",32,0.1692,0.1173,"PASS"
78,"MEV405","2004-05-18","2010-11-09",6.48,11,0.1285,0.1072,"PASS",21,0.171,0.1072,"PASS",17,0.1175,0.1072,"PASS",37,0.2102,0.1072,"PASS",105,0.1219,0.1072,"PASS",21,0.1422,0.1072,"PASS",71,0.1562,0.1072,"PASS",45,0.1415,0.1072,"PASS",130,0.1558,0.1072,"PASS",130,0.1344,0.1072,"PASS"
79,"MKG113","2000-01-04","2021-11-30",21.91,5,0.0876,0.0584,"PASS",107,0.0904,0.0584,"PASS",213,0.0721,0.0584,"PASS",156,0.0937,0.0584,"PASS",107,0.0931,0.0584,"PASS",107,0.0869,0.0584,"PASS",218,0.0894,0.0584,"PASS",52,0.1194,0.0584,"PASS",NA,NA,NA,"FAIL BOXCOX",102,0.0886,0.0584,"PASS"
80,"OLY421","2000-01-04","2005-02-01",5.08,43,0.168,0.123,"PASS",82,0.1697,0.123,"PASS",22,0.1773,0.123,"PASS",21,0.164,0.123,"PASS",155,0.1647,0.123,"PASS",58,0.1998,0.123,"PASS",59,0.1416,0.123,"PASS",63,0.1327,0.123,"PASS",136,0.1388,0.123,"PASS",136,0.1624,0.123,"PASS"
81,"OXF122","2011-02-08","2021-08-24",10.54,42,0.1268,0.0851,"PASS",9,0.1359,0.0851,"PASS",59,0.1321,0.0851,"PASS",NA,NA,NA,"FAIL BOXCOX",153,0.1289,0.0851,"PASS",93,0.1068,0.0851,"PASS",28,0.1477,0.0851,"PASS",209,0.128,0.0851,"PASS",209,0.1379,0.0851,"PASS",153,0.1042,0.0851,"PASS"
82,"OXF122","2000-01-04","2011-02-01",11.08,248,0.1236,0.0826,"PASS",37,0.1205,0.0826,"PASS",102,0.11,0.0825,"PASS",145,0.1026,0.0826,"PASS",204,0.1091,0.0826,"PASS",11,0.1535,0.0826,"PASS",105,0.1074,0.0826,"PASS",NA,NA,NA,"FAIL BOXCOX",59,0.1329,0.0826,"PASS",4,0.1166,0.0826,"PASS"
83,"PAL190","2016-05-17","2021-10-26",5.44,37,0.1532,0.118,"PASS",13,0.1586,0.118,"PASS",4,0.2641,0.118,"PASS",56,0.1855,0.118,"PASS",43,0.159,0.118,"PASS",112,0.2079,0.118,"PASS",39,0.1377,0.118,"PASS",11,0.1425,0.118,"PASS",39,0.1278,0.118,"PASS",33,0.1322,0.118,"PASS"
84,"PAL190","2007-04-24","2015-11-24",8.59,55,0.1357,0.094,"PASS",4,0.1322,0.094,"PASS",139,0.1166,0.0938,"PASS",64,0.1172,0.094,"PASS",54,0.1239,0.094,"PASS",4,0.0983,0.094,"PASS",143,0.1364,0.094,"PASS",5,0.1096,0.094,"PASS",22,0.1512,0.094,"PASS",22,0.1291,0.094,"PASS"
85,"PAR107","2008-02-05","2015-10-27",7.72,56,0.1524,0.0984,"PASS",23,0.1276,0.0984,"PASS",10,0.1807,0.0984,"PASS",14,0.1568,0.0984,"PASS",52,0.1367,0.0984,"PASS",81,0.1416,0.0984,"PASS",65,0.1561,0.0984,"PASS",33,0.1751,0.0984,"PASS",65,0.1286,0.0984,"PASS",17,0.1587,0.0984,"PASS"
86,"PAR107","2001-11-27","2008-01-29",6.17,17,0.1275,0.1096,"PASS",35,0.1546,0.1096,"PASS",12,0.1511,0.1096,"PASS",NA,NA,NA,"FAIL BOXCOX",15,0.1485,0.1096,"PASS",90,0.1523,0.1096,"PASS",7,0.1357,0.1096,"PASS",NA,NA,NA,"FAIL BOXCOX",7,0.1602,0.1096,"PASS",87,0.1133,0.1096,"PASS"
87,"PED108","2004-07-13","2014-03-11",9.66,122,0.1267,0.0889,"PASS",54,0.1022,0.0889,"PASS",132,0.1159,0.0889,"PASS",NA,NA,NA,"FAIL BOXCOX",51,0.1026,0.0889,"PASS",221,0.0875,0.0889,"FAIL",90,0.1459,0.0889,"PASS",17,0.1573,0.0889,"PASS",213,0.1293,0.0889,"PASS",213,0.1389,0.0889,"PASS"
88,"PET427","2002-09-24","2015-03-24",12.5,66,0.1063,0.078,"PASS",54,0.1195,0.078,"PASS",47,0.1266,0.0778,"PASS",93,0.1303,0.078,"PASS",47,0.1081,0.078,"PASS",54,0.1292,0.078,"PASS",162,0.1112,0.078,"PASS",238,0.1028,0.078,"PASS",37,0.1084,0.078,"PASS",122,0.1305,0.078,"PASS"
89,"PIN414","2000-01-04","2006-01-03",6,49,0.2125,0.1117,"PASS",15,0.1088,0.1117,"FAIL",88,0.1372,0.1117,"PASS",37,0.151,0.1117,"PASS",37,0.144,0.1117,"PASS",27,0.119,0.1117,"PASS",46,0.135,0.1117,"PASS",106,0.0998,0.1117,"FAIL",32,0.2168,0.1117,"PASS",32,0.2259,0.1117,"PASS"
90,"PND165","2012-07-24","2024-07-09",11.96,230,0.1,0.0799,"PASS",4,0.146,0.0797,"PASS",76,0.1102,0.0797,"PASS",179,0.1203,0.0797,"PASS",175,0.1243,0.0797,"PASS",9,0.1254,0.0797,"PASS",47,0.1092,0.0797,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",112,0.0981,0.0797,"PASS"
91,"PNF126","2000-01-04","2018-01-09",18.02,206,0.101,0.0649,"PASS",61,0.113,0.0649,"PASS",242,0.0879,0.0649,"PASS",NA,NA,NA,"FAIL BOXCOX",75,0.0752,0.0649,"PASS",167,0.1057,0.0649,"PASS",104,0.0928,0.0649,"PASS",68,0.1014,0.0649,"PASS",NA,NA,NA,"FAIL BOXCOX",17,0.0822,0.065,"PASS"
92,"PRK134","2012-12-04","2024-07-09",11.59,50,0.124,0.0799,"PASS",153,0.1239,0.0799,"PASS",52,0.1379,0.0799,"PASS",6,0.1001,0.0799,"PASS",52,0.1161,0.0799,"PASS",58,0.1323,0.0799,"PASS",152,0.1128,0.0799,"PASS",52,0.1206,0.0799,"PASS",15,0.1006,0.0799,"PASS",NA,NA,NA,"FAIL BOXCOX"
93,"PRK134","2000-01-04","2007-03-27",7.23,16,0.1451,0.1024,"PASS",68,0.1565,0.1022,"PASS",75,0.1399,0.1024,"PASS",34,0.1381,0.1022,"PASS",71,0.1748,0.1024,"PASS",71,0.1652,0.1022,"PASS",73,0.1208,0.1022,"PASS",167,0.1396,0.1022,"PASS",118,0.1385,0.1022,"PASS",NA,NA,NA,"FAIL BOXCOX"
94,"PSU106","2000-01-04","2022-05-10",22.35,107,0.091,0.0581,"PASS",114,0.0721,0.0581,"PASS",179,0.095,0.0581,"PASS",255,0.0997,0.0581,"PASS",164,0.1241,0.0581,"PASS",125,0.0808,0.0581,"PASS",11,0.0994,0.0581,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",NA,NA,0.0581,"FAIL"
95,"QAK172","2012-07-10","2021-06-29",8.97,23,0.0997,0.0916,"PASS",9,0.1351,0.0916,"PASS",67,0.1299,0.0916,"PASS",209,0.137,0.0916,"PASS",149,0.1239,0.0916,"PASS",105,0.1314,0.0916,"PASS",196,0.0965,0.0916,"PASS",116,0.1584,0.0916,"PASS",52,0.1002,0.0916,"PASS",22,0.1062,0.0916,"PASS"
96,"QAK172","2000-01-04","2012-06-26",12.48,173,0.1215,0.0775,"PASS",72,0.0949,0.0775,"PASS",21,0.118,0.0775,"PASS",159,0.1022,0.0775,"PASS",218,0.1192,0.0775,"PASS",32,0.1255,0.0776,"PASS",42,0.1037,0.0776,"PASS",NA,NA,NA,"FAIL BOXCOX",42,0.1185,0.0776,"PASS",25,0.1388,0.0776,"PASS"
97,"RED004","2014-09-23","2022-02-01",7.36,46,0.1422,0.1011,"PASS",123,0.1321,0.1011,"PASS",105,0.1315,0.1011,"PASS",11,0.1856,0.1011,"PASS",11,0.1267,0.1011,"PASS",6,0.1598,0.1011,"PASS",220,0.1295,0.1011,"PASS",52,0.1421,0.1011,"PASS",113,0.1043,0.1011,"PASS",NA,NA,NA,"FAIL BOXCOX"
98,"ROM206","2006-12-26","2024-05-07",17.36,94,0.0852,0.0656,"PASS",11,0.118,0.0656,"PASS",102,0.0996,0.0656,"PASS",53,0.0939,0.0656,"PASS",98,0.0919,0.0656,"PASS",48,0.1008,0.0656,"PASS",4,0.1008,0.0656,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
99,"ROM406","2000-01-04","2015-04-07",15.26,32,0.128,0.0702,"PASS",207,0.0995,0.07,"PASS",17,0.1114,0.0701,"PASS",209,0.1202,0.07,"PASS",49,0.1112,0.0701,"PASS",11,0.0935,0.07,"PASS",10,0.1156,0.07,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
100,"SAL133","2018-06-12","2024-07-09",6.08,173,0.11,0.1108,"FAIL",12,0.1475,0.1106,"PASS",39,0.1265,0.1106,"PASS",56,0.1707,0.1106,"PASS",26,0.1635,0.1106,"PASS",26,0.1929,0.1106,"PASS",56,0.1445,0.1106,"PASS",52,0.2582,0.1106,"PASS",52,0.1439,0.1106,"PASS",22,0.1375,0.1106,"PASS"
101,"SAL133","2009-05-12","2015-07-07",6.15,5,0.1763,0.1104,"PASS",30,0.1319,0.1104,"PASS",29,0.1384,0.1104,"PASS",NA,NA,NA,"FAIL BOXCOX",39,0.1297,0.1104,"PASS",16,0.1245,0.1104,"PASS",34,0.1196,0.1104,"PASS",9,0.1469,0.1104,"PASS",78,0.1081,0.1104,"FAIL",105,0.1536,0.1104,"PASS"
102,"SAN189","2007-03-06","2014-01-28",6.9,16,0.1494,0.1048,"PASS",37,0.1707,0.1045,"PASS",NA,NA,NA,"FAIL BOXCOX",6,0.1734,0.1045,"PASS",14,0.1464,0.1045,"PASS",206,0.1171,0.1045,"PASS",175,0.109,0.1045,"PASS",46,0.1858,0.1045,"PASS",27,0.1308,0.1045,"PASS",114,0.1067,0.1045,"PASS"
103,"SEK430","2008-08-26","2018-12-18",10.31,101,0.1264,0.0851,"PASS",196,0.1309,0.0851,"PASS",33,0.137,0.0851,"PASS",56,0.0951,0.0851,"PASS",160,0.1052,0.0851,"PASS",160,0.1309,0.0851,"PASS",150,0.1205,0.0851,"PASS",100,0.1038,0.0853,"PASS",50,0.103,0.0851,"PASS",22,0.1154,0.0851,"PASS"
104,"SHN418","2014-12-02","2023-05-16",8.45,15,0.1435,0.0952,"PASS",48,0.1148,0.0952,"PASS",69,0.1335,0.0952,"PASS",74,0.1915,0.0952,"PASS",107,0.1051,0.0952,"PASS",144,0.137,0.0952,"PASS",48,0.1443,0.0952,"PASS",7,0.1471,0.0955,"PASS",48,0.1522,0.0952,"PASS",27,0.104,0.0952,"PASS"
105,"SHN418","2005-06-07","2012-06-26",7.05,57,0.1134,0.1051,"PASS",16,0.1996,0.1051,"PASS",23,0.159,0.1051,"PASS",11,0.1583,0.1051,"PASS",91,0.1773,0.1051,"PASS",16,0.1997,0.1051,"PASS",5,0.1326,0.1051,"PASS",14,0.1537,0.1054,"PASS",14,0.1207,0.1051,"PASS",46,0.1672,0.1051,"PASS"
106,"SND152","2014-02-04","2024-07-09",10.43,106,0.1401,0.0847,"PASS",81,0.1272,0.0846,"PASS",93,0.1439,0.0846,"PASS",97,0.1383,0.0846,"PASS",61,0.1595,0.0846,"PASS",103,0.1278,0.0846,"PASS",81,0.1653,0.0846,"PASS",149,0.1396,0.0846,"PASS",61,0.1744,0.0846,"PASS",7,0.1157,0.0846,"PASS"
107,"SND152","2004-07-06","2011-04-26",6.8,110,0.1402,0.1049,"PASS",126,0.1368,0.1049,"PASS",60,0.1509,0.1049,"PASS",42,0.1586,0.1049,"PASS",67,0.1373,0.1049,"PASS",67,0.1803,0.1049,"PASS",152,0.1123,0.1049,"PASS",139,0.1317,0.1049,"PASS",6,0.1122,0.1049,"PASS",6,0.1576,0.1049,"PASS"
108,"SPD111","2006-01-03","2016-09-20",10.71,17,0.105,0.0833,"PASS",6,0.1144,0.0833,"PASS",75,0.1301,0.0833,"PASS",5,0.1137,0.0833,"PASS",47,0.1003,0.0833,"PASS",102,0.1401,0.0833,"PASS",5,0.1069,0.0833,"PASS",55,0.1711,0.0835,"PASS",5,0.1071,0.0833,"PASS",153,0.1229,0.0833,"PASS"
109,"STK138","2018-05-29","2024-07-09",6.11,65,0.1572,0.1108,"PASS",12,0.1484,0.1106,"PASS",48,0.1644,0.1106,"PASS",43,0.1186,0.1106,"PASS",4,0.1121,0.1106,"PASS",4,0.1551,0.1106,"PASS",25,0.1423,0.1106,"PASS",52,0.1475,0.1106,"PASS",48,0.1287,0.1106,"PASS",47,0.112,0.1106,"PASS"
110,"STK138","2009-03-31","2015-10-06",6.52,58,0.1351,0.1079,"PASS",26,0.1199,0.1079,"PASS",155,0.1947,0.1079,"PASS",187,0.1092,0.1079,"PASS",29,0.1311,0.1079,"PASS",26,0.1395,0.1079,"PASS",13,0.1358,0.1079,"PASS",45,0.1548,0.1082,"PASS",15,0.1261,0.1079,"PASS",15,0.1611,0.1079,"PASS"
111,"SUM156","2010-07-06","2016-04-12",5.77,25,0.1327,0.1139,"PASS",47,0.1801,0.1139,"PASS",21,0.1443,0.1139,"PASS",27,0.213,0.1139,"PASS",47,0.2007,0.1139,"PASS",37,0.1301,0.1139,"PASS",45,0.1071,0.1139,"FAIL",88,0.1193,0.1141,"PASS",55,0.248,0.1139,"PASS",55,0.2247,0.1139,"PASS"
112,"UMA009","2020-11-03","2026-01-27",5.23,39,0.2106,0.1218,"PASS",99,0.1767,0.1218,"PASS",63,0.1747,0.1213,"PASS",42,0.1579,0.1218,"PASS",42,0.1667,0.1218,"PASS",46,0.1988,0.1218,"PASS",6,0.1351,0.1213,"PASS",52,0.1873,0.1213,"PASS",NA,NA,NA,"FAIL BOXCOX",112,0.1291,0.1213,"PASS"
113,"UVL124","2007-03-27","2018-09-11",11.46,8,0.1099,0.081,"PASS",51,0.149,0.081,"PASS",110,0.1334,0.081,"PASS",48,0.1501,0.081,"PASS",129,0.1115,0.081,"PASS",51,0.1466,0.081,"PASS",22,0.1269,0.081,"PASS",66,0.1361,0.0811,"PASS",104,0.1128,0.081,"PASS",207,0.1282,0.081,"PASS"
114,"UVL124","2000-01-04","2007-02-06",7.09,11,0.1677,0.1026,"PASS",11,0.1792,0.1026,"PASS",68,0.176,0.1026,"PASS",92,0.1588,0.1026,"PASS",11,0.1665,0.1026,"PASS",11,0.192,0.1026,"PASS",5,0.1408,0.1026,"PASS",11,0.1595,0.1026,"PASS",118,0.1583,0.1026,"PASS",32,0.1315,0.1026,"PASS"
115,"VIN140","2004-01-27","2023-09-12",19.62,171,0.1026,0.0616,"PASS",173,0.0816,0.0616,"PASS",52,0.0974,0.0616,"PASS",102,0.0928,0.0616,"PASS",187,0.089,0.0616,"PASS",61,0.0847,0.0616,"PASS",146,0.0808,0.0616,"PASS",52,0.1216,0.0616,"PASS",168,0.081,0.0616,"PASS",33,0.0974,0.0616,"PASS"
116,"VOY413","2001-03-06","2006-06-27",5.31,52,0.1214,0.1195,"PASS",37,0.1963,0.1195,"PASS",19,0.1745,0.1195,"PASS",85,0.1387,0.1195,"PASS",129,0.1501,0.1195,"PASS",37,0.1988,0.1195,"PASS",71,0.14,0.1195,"PASS",96,0.1505,0.1195,"PASS",71,0.1781,0.1195,"PASS",105,0.1608,0.1199,"PASS"
117,"VPI120","2012-07-03","2020-07-21",8.05,NA,NA,NA,"FAIL BOXCOX",81,0.1679,0.097,"PASS",103,0.1367,0.097,"PASS",51,0.1166,0.097,"PASS",21,0.107,0.097,"PASS",73,0.1501,0.097,"PASS",73,0.1335,0.097,"PASS",196,0.1287,0.097,"PASS",14,0.1369,0.097,"PASS",150,0.1239,0.097,"PASS"
118,"VPI120","2000-01-04","2010-07-27",10.56,37,0.1178,0.085,"PASS",52,0.1282,0.085,"PASS",26,0.1252,0.085,"PASS",67,0.1576,0.085,"PASS",20,0.1242,0.085,"PASS",52,0.1449,0.085,"PASS",238,0.1328,0.085,"PASS",82,0.1033,0.085,"PASS",230,0.1011,0.085,"PASS",102,0.112,0.085,"PASS"
119,"WFM105","2018-06-12","2026-01-20",7.61,65,0.1514,0.0987,"PASS",47,0.1269,0.0987,"PASS",54,0.1752,0.0987,"PASS",25,0.1582,0.0987,"PASS",25,0.1316,0.0987,"PASS",59,0.1552,0.0987,"PASS",25,0.1278,0.0987,"PASS",NA,NA,NA,"FAIL BOXCOX",61,0.1489,0.0987,"PASS",99,0.1641,0.0987,"PASS"
120,"WFM105","2013-05-28","2018-05-29",5,142,0.1523,0.1227,"PASS",32,0.1844,0.1227,"PASS",17,0.1272,0.1227,"PASS",55,0.1508,0.1227,"PASS",32,0.1583,0.1227,"PASS",32,0.149,0.1227,"PASS",4,0.1346,0.1227,"PASS",66,0.1836,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",22,0.207,0.1227,"PASS"
121,"WNC429","2004-06-15","2012-10-02",8.3,84,0.1156,0.0948,"PASS",70,0.1545,0.0948,"PASS",51,0.1348,0.0948,"PASS",11,0.1467,0.0948,"PASS",88,0.1216,0.0948,"PASS",31,0.1637,0.0948,"PASS",4,0.1394,0.0948,"PASS",91,0.1581,0.0948,"PASS",NA,NA,NA,"FAIL BOXCOX",91,0.1391,0.0948,"PASS"
122,"WSP144","2012-11-06","2024-07-09",11.67,21,0.1283,0.0798,"PASS",18,0.0945,0.0797,"PASS",9,0.1049,0.0797,"PASS",149,0.0919,0.0797,"PASS",5,0.1629,0.0797,"PASS",25,0.1267,0.0797,"PASS",71,0.1046,0.0797,"PASS",52,0.1387,0.0797,"PASS",91,0.1102,0.0797,"PASS",72,0.0938,0.0797,"PASS"
123,"WSP144","2000-01-04","2012-10-30",12.82,159,0.0999,0.0763,"PASS",157,0.1337,0.0763,"PASS",119,0.1106,0.0763,"PASS",102,0.0988,0.0763,"PASS",102,0.1241,0.0763,"PASS",157,0.1366,0.0763,"PASS",211,0.1042,0.0763,"PASS",NA,NA,NA,"FAIL BOXCOX",102,0.1146,0.0763,"PASS",40,0.1022,0.0763,"PASS"
124,"WST109","2003-10-14","2015-03-10",11.4,6,0.1378,0.0813,"PASS",23,0.0996,0.0813,"PASS",17,0.1543,0.0813,"PASS",NA,NA,NA,"FAIL BOXCOX",74,0.1068,0.0813,"PASS",100,0.115,0.0813,"PASS",117,0.1269,0.0813,"PASS",84,0.1103,0.0816,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
125,"YOS404","2000-01-04","2008-07-22",8.55,NA,NA,NA,"FAIL BOXCOX",61,0.1111,0.0938,"PASS",7,0.0935,0.0938,"FAIL",7,0.1671,0.0938,"PASS",7,0.193,0.0938,"PASS",7,0.1738,0.0938,"PASS",54,0.1483,0.0938,"PASS",16,0.1179,0.0938,"PASS",NA,NA,NA,"FAIL BOXCOX",5,0.1253,0.0938,"PASS"
